all_indexed_docIDs:104292008,108308108,12308095,13395552,13900194,14096841,14717992,15280949,173990671,174797767,17711681,182952687,18362887,1890353,189856873,20038688,203641746,203836948,204907203,208910151,209531816,210911499,211082893,211126562,211132391,211549689,213969759,219558760,219708206,219721074,219792420,220769181,221376626,221508448,222124972,222133372,222208633,222379753,223953610,226254532,227162606,228063930,228376209,229924317,231740484,231749906,231847109,231918454,231918471,231934149,232046055,232257793,232307359,234358843,235293845,235417023,235795764,235828929,236087352,237532682,238198466,238215654,238407774,238408001,238408308,238408406,238419359,238582721,238583252,238634584,238857129,239009452,239016615,239049633,240070335,243756979,244117789,244920632,245117682,245123905,245335427,245906072,246294808,246430476,246431014,246634167,246634506,246822414,247058853,247222761,247222973,247292326,247450846,247518687,247570285,247595263,247628166,247741267,247741535,247996981,248887351,248887644,249191952,249209856,249209990,249395483,249461537,249538336,249538415,250113584,251320393,251320459,251320513,251554821,252089864,252544861,252596087,252596252,252683543,252693109,252715596,252715693,252735281,252762275,252815807,252846202,252918439,253080708,253224274,253255190,253510295,253523474,253553242,254044338,254198988,254221022,254926490,255749563,256105083,256416103,256503523,256615681,256900870,257038864,257232422,257254919,257632050,257636556,257687205,257757426,257766959,257913782,258041281,258108073,258436870,258480011,258741298,258832670,258833272,258833682,258865444,258865597,258887582,258947377,258999763,259075246,259075723,259108646,259138821,259165244,259165262,259203115,259203325,259298238,259342096,259360601,259375870,259841489,259847777,259924554,260125817,260154786,260164542,260316137,260378901,260378993,260886874,260887189,261076339,261100891,261276856,261530996,261557296,261582259,261682321,262013288,262054014,262828485,262944419,263152829,263311025,263334074,263334567,263334587,263334596,263605851,263606194,263608672,263609164,263610128,263620293,263671662,263829270,263829348,263829780,263829872,263829977,263830433,263830786,263831485,263831492,263831863,263834884,263889455,263909212,263909278,263909429,263909549,264128166,264147017,264147054,264172174,264172668,264172845,264172935,264288700,264288929,264289064,264306002,264306022,264306078,264306111,264406064,264426013,264426077,264438904,264438909,264439509,264490587,264555202,264555382,264802494,264825357,264825424,264825556,27494814,3290366,33513311,3464416,3484654,3508638,3509777,3516266,3522489,3524184,3532296,3557557,43968607,44084312,44119895,47015748,4737664,48352800,49667762,51559,52890982,52893258,52898806,52909341,52909749,52920181,52944914,52947902,53208122,53327717,53729760,53951481,57825721,5834589,58554701,58981389,59317031,60441438,67855552,67856213,7167114,8394195,86393936,9725544,997870
smoothly 2 5.0106352940962555 518296
smoothness 2 5.0106352940962555 518316
smt 1 5.703782474656201 518336
snip 2 5.0106352940962555 518348
snippets 2 5.0106352940962555 518368
snli 2 5.0106352940962555 518388
so 25 2.4849066497880004 518408
so-called 6 3.912023005428146 518612
social 4 4.31748811353631 518664
soft 7 3.7578723256008875 518700
soft_m 2 5.0106352940962555 518760
softmax 10 3.4011973816621555 518780
software 4 4.31748811353631 518864
solar 3 4.605170185988092 518900
solely 14 3.0647251450409425 518928
solofusion 2 5.0106352940962555 519044
solution 38 2.0661963149298153 519064
solutions 26 2.445685936634719 519372
solve 32 2.2380465718564744 519584
solved 6 3.912023005428146 519844
solved.prior 2 5.0106352940962555 519896
solver 8 3.624340932976365 519916
solvers 7 3.7578723256008875 519984
solvers.for 2 5.0106352940962555 520044
solvers.however 2 5.0106352940962555 520064
solves 2 5.0106352940962555 520084
solving 34 2.17742195004004 520104
some 78 1.3470736479666094 520380
something 6 3.912023005428146 521008
sometimes 4 4.31748811353631 521060
somewhat 2 5.0106352940962555 521096
somewhere 2 5.0106352940962555 521116
sonata 2 5.0106352940962555 521136
song 4 4.31748811353631 521156
sophisticated 2 5.0106352940962555 521192
sophistication 2 5.0106352940962555 521212
sorting.we 2 5.0106352940962555 521232
sota 8 3.624340932976365 521252
sotoudeh 2 5.0106352940962555 521320
soudry 2 5.0106352940962555 521340
sound 11 3.3058872018578307 521360
soundness.we 2 5.0106352940962555 521452
source 31 2.2697952701710546 521472
source-domain 4 4.31748811353631 521724
source-free 6 3.912023005428146 521760
source-to-target 2 5.0106352940962555 521812
sources 10 3.4011973816621555 521832
sources.knowledge 2 5.0106352940962555 521916
space 100 1.0986122886681098 521936
space.3 2 5.0106352940962555 522740
space.their 2 5.0106352940962555 522760
space.theoretically 2 5.0106352940962555 522780
space.therefore 2 5.0106352940962555 522800
spaces 27 2.407945608651872 522820
spade 2 5.0106352940962555 523040
span 2 5.0106352940962555 523060
spanning 2 5.0106352940962555 523080
sparse 41 1.9902104079518932 523100
sparse-former 2 5.0106352940962555 523432
sparse-reward 2 5.0106352940962555 523452
sparseformer 3 4.605170185988092 523472
sparser 4 4.31748811353631 523500
sparsification 2 5.0106352940962555 523536
sparsities 4 4.31748811353631 523556
sparsities-pairs 2 5.0106352940962555 523592
sparsity 26 2.445685936634719 523612
spatial 16 2.9311937524164198 523824
spatial-temporal 2 5.0106352940962555 523956
spatially-and 2 5.0106352940962555 523976
spatially-varying 2 5.0106352940962555 523996
special 18 2.8134107167600364 524016
specialized 5 4.0943445622221 524164
species 2 5.0106352940962555 524208
specific 40 2.0149030205422647 524228
specifically 48 1.8325814637483102 524552
specification 2 5.0106352940962555 524940
specifications 2 5.0106352940962555 524960
specifications.we 2 5.0106352940962555 524980
specifics 2 5.0106352940962555 525000
specified 18 2.8134107167600364 525020
specify 2 5.0106352940962555 525168
specifying 4 4.31748811353631 525188
spectra 2 5.0106352940962555 525224
spectral 14 3.0647251450409425 525244
spectral-type 2 5.0106352940962555 525360
spectrum 10 3.4011973816621555 525380
speech 8 3.624340932976365 525464
speechcommands 2 5.0106352940962555 525532
speed 14 3.0647251450409425 525552
speed-up 4 4.31748811353631 525668
speed.preprint 2 5.0106352940962555 525704
speeding 2 5.0106352940962555 525724
speedup 4 4.31748811353631 525744
spelling 2 5.0106352940962555 525780
spga 2 5.0106352940962555 525800
sphere 4 4.31748811353631 525820
spherical 2 5.0106352940962555 525856
spike 2 5.0106352940962555 525876
spike-based 2 5.0106352940962555 525896
spikegrad 3 4.605170185988092 525916
spikes 3 4.605170185988092 525944
spiking 2 5.0106352940962555 525972
spite 4 4.31748811353631 525992
split 2 5.0106352940962555 526028
splitting 2 5.0106352940962555 526048
spns 2 5.0106352940962555 526068
spotlight 2 5.0106352940962555 526088
sppm 2 5.0106352940962555 526108
spreading 2 5.0106352940962555 526128
spring 2 5.0106352940962555 526148
spurious 8 3.624340932976365 526168
spuriously 2 5.0106352940962555 526236
square 4 4.31748811353631 526256
square-root 2 5.0106352940962555 526292
squared 10 3.4011973816621555 526312
squares 4 4.31748811353631 526396
sr 2 5.0106352940962555 526432
sr3d 2 5.0106352940962555 526452
srebro 2 5.0106352940962555 526472
ssl 4 4.31748811353631 526492
ssv2 2 5.0106352940962555 526528
st 3 4.605170185988092 526548
stability 18 2.8134107167600364 526576
stabilize 4 4.31748811353631 526724
stable 21 2.659260036932778 526760
stable-rps.preprint.under 2 5.0106352940962555 526932
stack 2 5.0106352940962555 526952
stacked 6 3.912023005428146 526972
stacks.we 2 5.0106352940962555 527024
stage 10 3.4011973816621555 527044
stages 4 4.31748811353631 527128
staggering 2 5.0106352940962555 527164
stakes 2 5.0106352940962555 527184
stan 2 5.0106352940962555 527204
standard 78 1.3470736479666094 527224
standardly 2 5.0106352940962555 527852
standards 2 5.0106352940962555 527872
staple 2 5.0106352940962555 527892
star 2 5.0106352940962555 527912
starcoder 2 5.0106352940962555 527932
starcraft 2 5.0106352940962555 527952
stark 2 5.0106352940962555 527972
start 4 4.31748811353631 527992
starting 12 3.2188758248682006 528028
starts 2 5.0106352940962555 528128
stat.ml 4 4.31748811353631 528148
state 51 1.7719568419318754 528184
state-action 8 3.624340932976365 528596
state-and 2 5.0106352940962555 528664
state-constant 2 5.0106352940962555 528684
state-dependent 4 4.31748811353631 528704
state-of-art 2 5.0106352940962555 528740
state-of-the 2 5.0106352940962555 528760
state-of-the-art 124 0.8835009090511642 528780
state-of-the-art.overall 2 5.0106352940962555 529776
state-of-the-arts 2 5.0106352940962555 529796
state-of-theart 6 3.912023005428146 529816
state-ofthe-art 6 3.912023005428146 529868
state-switching 2 5.0106352940962555 529920
state.the 2 5.0106352940962555 529940
stateful 2 5.0106352940962555 529960
stateless 2 5.0106352940962555 529980
statements 2 5.0106352940962555 530000
stateof-the-art 6 3.912023005428146 530020
states 28 2.371577964480997 530072
states.our 2 5.0106352940962555 530300
static 10 3.4011973816621555 530320
stationary 4 4.31748811353631 530404
statistical 24 2.5257286443082556 530440
statistically 4 4.31748811353631 530636
statistics 12 3.2188758248682006 530672
stays 2 5.0106352940962555 530772
steady 2 5.0106352940962555 530792
steal 2 5.0106352940962555 530812
stealing 3 4.605170185988092 530832
stealthily 3 4.605170185988092 530860
stealthy 2 5.0106352940962555 530888
steering 2 5.0106352940962555 530908
steers 2 5.0106352940962555 530928
step 50 1.791759469228055 530948
step-by-step 6 3.912023005428146 531352
step-size 2 5.0106352940962555 531404
step-unrolled 3 4.605170185988092 531424
steps 26 2.445685936634719 531452
steps.lego-prover 2 5.0106352940962555 531664
stereo 2 5.0106352940962555 531684
steven 2 5.0106352940962555 531704
stiefel 2 5.0106352940962555 531724
still 48 1.8325814637483102 531744
stimuli 6 3.912023005428146 532132
stochastic 67 1.499089855265235 532184
stopping 4 4.31748811353631 532724
stops 2 5.0106352940962555 532760
storage 2 5.0106352940962555 532780
store 4 4.31748811353631 532800
stored 2 5.0106352940962555 532836
storing 4 4.31748811353631 532856
straightforward 12 3.2188758248682006 532892
strains 2 5.0106352940962555 532992
strand 2 5.0106352940962555 533012
strategic 2 5.0106352940962555 533032
strategically 2 5.0106352940962555 533052
strategies 46 1.875141078167106 533072
strategy 36 2.120263536200091 533444
strategy-graph 2 5.0106352940962555 533736
strategy-graphs 2 5.0106352940962555 533756
strategy.to 2 5.0106352940962555 533776
strategyqa 2 5.0106352940962555 533796
stream 8 3.624340932976365 533816
streamed 2 5.0106352940962555 533884
streaming 2 5.0106352940962555 533904
street 4 4.31748811353631 533924
strength 4 4.31748811353631 533960
strengths 4 4.31748811353631 533996
stress 2 5.0106352940962555 534032
strict 4 4.31748811353631 534052
strictly 4 4.31748811353631 534088
striking 4 4.31748811353631 534124
string 2 5.0106352940962555 534160
strings 2 5.0106352940962555 534180
striving 2 5.0106352940962555 534200
strong 49 1.8119621765455745 534220
stronger 8 3.624340932976365 534616
strongest 4 4.31748811353631 534684
strongly 12 3.2188758248682006 534720
structural 8 3.624340932976365 534820
structurally 2 5.0106352940962555 534888
structure 64 1.5448993912965292 534908
structure.based 2 5.0106352940962555 535424
structured 20 2.70805020110221 535444
structures 18 2.8134107167600364 535608
structures.however 2 5.0106352940962555 535756
structuring 2 5.0106352940962555 535776
struggle 16 2.9311937524164198 535796
stuart 2 5.0106352940962555 535928
stubborn 2 5.0106352940962555 535948
studied 18 2.8134107167600364 535968
studies 48 1.8325814637483102 536116
study 103 1.0690534864265653 536504
study.preprint 2 5.0106352940962555 537332
studying 8 3.624340932976365 537352
style 9 3.506557897319982 537420
style-based 2 5.0106352940962555 537496
stylegan-xl 2 5.0106352940962555 537516
styles 2 5.0106352940962555 537536
su 1 5.703782474656201 537556
sub-gaussian 2 5.0106352940962555 537568
sub-linear 2 5.0106352940962555 537588
sub-optimal 2 5.0106352940962555 537608
sub-optimality 2 5.0106352940962555 537628
sub-pixel 2 5.0106352940962555 537648
subclass 2 5.0106352940962555 537668
subclasses 2 5.0106352940962555 537688
subdifferential 2 5.0106352940962555 537708
subdomain 2 5.0106352940962555 537728
subdomains 2 5.0106352940962555 537748
subfield 2 5.0106352940962555 537768
subgoals 4 4.31748811353631 537788
subgradient 4 4.31748811353631 537824
subgradients 2 5.0106352940962555 537860
subgraph 5 4.0943445622221 537880
subgraphs 6 3.912023005428146 537924
subgroups 6 3.912023005428146 537976
subject 2 5.0106352940962555 538028
subjective 2 5.0106352940962555 538048
subjects 2 5.0106352940962555 538068
sublevel 2 5.0106352940962555 538088
sublinear 2 5.0106352940962555 538108
submanifolds 2 5.0106352940962555 538128
submissions 2 5.0106352940962555 538148
submodular 3 4.605170185988092 538168
subnetworks 2 5.0106352940962555 538196
suboptimal 19 2.7593434954897607 538216
suboptimality 2 5.0106352940962555 538372
subpo 2 5.0106352940962555 538392
subpopulation 2 5.0106352940962555 538412
subpopulations 4 4.31748811353631 538432
subrl 2 5.0106352940962555 538468
subroutines 2 5.0106352940962555 538488
subsection 4 4.31748811353631 538508
subsequence 2 5.0106352940962555 538544
subsequent 4 4.31748811353631 538564
subsequently 10 3.4011973816621555 538600
subset 10 3.4011973816621555 538684
subsets 2 5.0106352940962555 538768
subspace 4 4.31748811353631 538788
substantial 12 3.2188758248682006 538824
substantially 24 2.5257286443082556 538924
substructures 2 5.0106352940962555 539120
subtask 2 5.0106352940962555 539140
subtasks 4 4.31748811353631 539160
subtle 2 5.0106352940962555 539196
succeed 6 3.912023005428146 539216
succeeded 2 5.0106352940962555 539268
succeeds 2 5.0106352940962555 539288
success 44 1.91959284073794 539308
successes 10 3.4011973816621555 539664
successful 22 2.6127400212978853 539748
successfully 16 2.9311937524164198 539928
successive 2 5.0106352940962555 540060
successively 2 5.0106352940962555 540080
successor 4 4.31748811353631 540100
succinctness 2 5.0106352940962555 540136
such 222 0.3011050927839216 540156
suffer 24 2.5257286443082556 541936
suffering 4 4.31748811353631 542132
suffers 12 3.2188758248682006 542168
sufficient 24 2.5257286443082556 542268
sufficiently 10 3.4011973816621555 542464
suffixes 2 5.0106352940962555 542548
suggest 10 3.4011973816621555 542568
suggested 4 4.31748811353631 542652
suggesting 12 3.2188758248682006 542688
suggests 8 3.624340932976365 542788
suitability 2 5.0106352940962555 542856
suitable 10 3.4011973816621555 542876
suite 6 3.912023005428146 542960
suited 6 3.912023005428146 543012
suites 2 5.0106352940962555 543064
sum 3 4.605170185988092 543084
sum-product 3 4.605170185988092 543112
summarization 2 5.0106352940962555 543140
summarize 2 5.0106352940962555 543160
summarized 4 4.31748811353631 543180
summarizes 2 5.0106352940962555 543216
summarizing 2 5.0106352940962555 543236
summary 6 3.912023005428146 543256
summed 2 5.0106352940962555 543308
summer 2 5.0106352940962555 543328
sun 3 4.605170185988092 543348
sundae 2 5.0106352940962555 543376
super-features 3 4.605170185988092 543396
super-quadratic 2 5.0106352940962555 543424
super-resolution 2 5.0106352940962555 543444
superfluous 2 5.0106352940962555 543464
superior 34 2.17742195004004 543484
superiority 10 3.4011973816621555 543760
superresolution 2 5.0106352940962555 543844
superscripts 2 5.0106352940962555 543864
supervised 29 2.336486644669727 543884
supervised-pretrained 2 5.0106352940962555 544120
supervision 5 4.0943445622221 544140
supervisions 2 5.0106352940962555 544184
supplemented 2 5.0106352940962555 544204
support 24 2.5257286443082556 544224
supported 2 5.0106352940962555 544420
supporting 4 4.31748811353631 544440
supports 12 3.2188758248682006 544476
suppose 2 5.0106352940962555 544576
suppressed 2 5.0106352940962555 544596
suppressing 2 5.0106352940962555 544616
surface 8 3.624340932976365 544636
surfaces 4 4.31748811353631 544704
surged 2 5.0106352940962555 544740
surjective 2 5.0106352940962555 544760
surpasses 4 4.31748811353631 544780
surpassing 2 5.0106352940962555 544816
surprising 8 3.624340932976365 544836
surprisingly 22 2.6127400212978853 544904
surrogate 7 3.7578723256008875 545084
surrounding 4 4.31748811353631 545144
surroundings 2 5.0106352940962555 545180
susceptibility 2 5.0106352940962555 545200
susceptible 2 5.0106352940962555 545220
suspected 2 5.0106352940962555 545240
sutskever 2 5.0106352940962555 545260
sutton 2 5.0106352940962555 545280
svamp 2 5.0106352940962555 545300
svetlozar 2 5.0106352940962555 545320
svm 2 5.0106352940962555 545340
svrg 2 5.0106352940962555 545360
svrp 2 5.0106352940962555 545380
sw 2 5.0106352940962555 545400
sweet 2 5.0106352940962555 545420
switching 2 5.0106352940962555 545440
sycophantic 2 5.0106352940962555 545460
symbol 4 4.31748811353631 545480
symbol-like 2 5.0106352940962555 545516
symbol-processing 2 5.0106352940962555 545536
symbolic 9 3.506557897319982 545556
symbols 4 4.31748811353631 545632
symbols.such 2 5.0106352940962555 545668
symmetric 6 3.912023005428146 545688
symmetries 2 5.0106352940962555 545740
symmetry 6 3.912023005428146 545760
synchronization 3 4.605170185988092 545812
synchronizing 2 5.0106352940962555 545840
synflow 2 5.0106352940962555 545860
synonymy 2 5.0106352940962555 545880
syntactic 2 5.0106352940962555 545900
syntax 4 4.31748811353631 545920
synthesis 39 2.0402208285265546 545956
synthesize 12 3.2188758248682006 546272
synthesized 6 3.912023005428146 546372
synthesizes 2 5.0106352940962555 546424
synthesizing 6 3.912023005428146 546444
synthetic 46 1.875141078167106 546496
sysbinder 2 5.0106352940962555 546868
system 26 2.445685936634719 546888
system.on 2 5.0106352940962555 547100
systematic 9 3.506557897319982 547120
systematical 2 5.0106352940962555 547196
systematically 20 2.70805020110221 547216
systematicity 2 5.0106352940962555 547380
systems 53 1.7334905611040792 547400
systems.repobench 2 5.0106352940962555 547828
szepesvari 2 5.0106352940962555 547848
sébastien 2 5.0106352940962555 547868
t 23 2.5682882587270512 547888
t0 1 5.703782474656201 548076
t0-sf 2 5.0106352940962555 548088
t1 1 5.703782474656201 548108
t2 1 5.703782474656201 548120
t2i 2 5.0106352940962555 548132
t5 3 4.605170185988092 548152
table 4 4.31748811353631 548180
tabletop 2 5.0106352940962555 548216
tabular 10 3.4011973816621555 548236
tackle 20 2.70805020110221 548320
tackles 2 5.0106352940962555 548484
tackling 4 4.31748811353631 548504
tail 2 5.0106352940962555 548540
tailored 16 2.9311937524164198 548560
take 12 3.2188758248682006 548692
taken 6 3.912023005428146 548792
takes 12 3.2188758248682006 548844
taking 12 3.2188758248682006 548944
talk 2 5.0106352940962555 549044
talvitie 2 5.0106352940962555 549064
tamas 2 5.0106352940962555 549084
tame 2 5.0106352940962555 549104
tangent 10 3.4011973816621555 549124
tangible 2 5.0106352940962555 549208
tao 1 5.703782474656201 549228
target 54 1.7147984280919266 549240
target-agnostic 3 4.605170185988092 549676
target-domain 2 5.0106352940962555 549704
targeted 4 4.31748811353631 549724
targeting 2 5.0106352940962555 549760
targets 4 4.31748811353631 549780
targetspecific 2 5.0106352940962555 549816
task 128 0.8517522107365839 549836
task-agnostic 11 3.3058872018578307 550864
task-and 2 5.0106352940962555 550956
task-dependent 2 5.0106352940962555 550976
task-irrelevant 2 5.0106352940962555 550996
task-level 4 4.31748811353631 551016
task-relevant 2 5.0106352940962555 551052
task-specific 14 3.0647251450409425 551072
task.heuristic 2 5.0106352940962555 551188
task.however 2 5.0106352940962555 551208
task.over 2 5.0106352940962555 551228
tasks 207 0.37106368139083196 551248
tasks.an 2 5.0106352940962555 552908
tasks.evaluations 2 5.0106352940962555 552928
tasks.further 2 5.0106352940962555 552948
tasks.however 4 4.31748811353631 552968
tasks.in 2 5.0106352940962555 553004
tasks.notably 2 5.0106352940962555 553024
tasks.our 2 5.0106352940962555 553044
tasks.preprint 2 5.0106352940962555 553064
tasks.these 4 4.31748811353631 553084
tasks.this 2 5.0106352940962555 553120
tasks.we 2 5.0106352940962555 553140
taskspecific 2 5.0106352940962555 553160
taxonomy 4 4.31748811353631 553180
taylor 2 5.0106352940962555 553216
td 5 4.0943445622221 553236
td-learning 2 5.0106352940962555 553280
td-vae 2 5.0106352940962555 553300
td3 2 5.0106352940962555 553320
tdc 2 5.0106352940962555 553340
tdl 2 5.0106352940962555 553360
te 1 5.703782474656201 553380
teach 2 5.0106352940962555 553392
teaching 4 4.31748811353631 553412
teaching_arithmetic 2 5.0106352940962555 553448
teaming 2 5.0106352940962555 553468
technical 6 3.912023005428146 553488
technically 4 4.31748811353631 553540
technique 42 1.9661128563728327 553576
techniques 56 1.6784307839210517 553916
techniques.we 2 5.0106352940962555 554368
technology 4 4.31748811353631 554388
tell 2 5.0106352940962555 554424
temperature 2 5.0106352940962555 554444
