id,issn_l,issn,display_name,publisher,works_count,cited_by_count,is_oa,is_in_doaj,homepage_url,works_api_url,updated_date
2764425017,0043-0439,"[""0043-0439"", ""2573-2110""]",Journal of the Washington Academy of Sciences,Washington Academy of Sciences,1032,2502,False,False,publication/1126336,2764425017,2024-02-23T12:05:28.236823
4306526828,,,"Revista de investigación educativa, RIE",,686,2502,False,False,,4306526828,2024-02-23T00:49:48.117332
2764584009,,,Bulletin of the British Museum of Natural History,,373,2499,False,False,,2764584009,2024-02-23T06:21:33.312292
4306472139,,,Heinemann eBooks,Heinemann,657,2497,False,False,,4306472139,2024-02-23T03:31:28.417089
4317411217,,,Deleted Journal,,9076,2495,False,False,,4317411217,2024-02-23T04:11:04.980812
4210190653,0105-0710,"[""0105-0710"", ""2246-042X""]",Politica,Aarhus University Library,3160,2484,True,False,http://politica.dk,4210190653,2024-02-23T05:40:12.695256
2764673317,0710-1481,"[""0710-1481""]",Canadian Journal of Native Education,,296,2480,False,False,,2764673317,2024-02-23T11:21:26.710168
4306496265,,,한국자동차공학회 추계학술대회 및 전시회,,3907,2479,False,False,,4306496265,2024-02-23T00:23:38.064290
61255767,1560-4284,"[""1560-4284""]",International Journal of Experimental Diabetes Research,Taylor & Francis,96,2476,True,False,,61255767,2024-02-23T10:18:07.793756
2764731437,0976-1233,"[""0976-1233""]",Annals of Biological Research,Scholars Research Library,1848,2469,False,False,abr,2764731437,2024-02-23T12:07:29.915573
4210217368,1528-7084,"[""1528-7084"", ""1533-4449""]",Brookings-Wharton papers on urban affairs,,117,2464,False,False,,4210217368,2024-02-23T06:09:28.381191
119533669,1537-209X,"[""1537-209X""]",Journal of Swine Health and Production,,586,2449,False,False,,119533669,2024-02-23T09:28:33.058387
4210211779,1620-5340,"[""1620-5340"", ""2102-5150""]",Travailler,CAIRN,556,2448,False,False,,4210211779,2024-02-23T11:28:06.344180
101185350,0162-7546,"[""1875-2977"", ""0162-7546""]",Reviews of Chemical Intermediates,Brill,119,2447,False,False,view/journals/rsci/rsci-overview.xml,101185350,2024-02-23T12:02:18.661234
4210230597,0309-0671,"[""0309-0671""]",International Law Reports,Cambridge University Press,7752,2442,False,False,core/journals/international-law-reports,4210230597,2024-02-23T04:50:52.820825
4306465565,,,Arco Libros eBooks,Arco Libros,321,2431,False,False,,4306465565,2024-02-23T02:04:07.998383
94841437,0121-1617,"[""1900-6152"", ""0121-1617""]",Historia Critica,Universidad de Los Andes,1592,2421,True,True,journal/histcrit,94841437,2024-02-23T08:43:55.246486
2764944482,0023-4346,"[""1588-113X"", ""0023-4346""]",Kozgazdasagi Szemle,Economic Review Foundation,4262,2415,False,False,,2764944482,2024-02-23T07:57:41.798351
2764663395,1642-686X,"[""1642-686X"", ""2719-423X""]",Journal of Research and Applications in Agricultural Engineering,Łukasiewicz Research Network - Industrial Institute of Agricultural Machinery,2194,2412,False,False,,2764663395,2024-02-23T11:17:25.204143
20186226,0285-1601,"[""0285-1601""]",African Study Monographs,Kyoto University,542,2409,False,False,kiroku/contents_e.htm,20186226,2024-02-23T10:17:10.141440
2764382574,,,The Journal of Pan-African Studies,California Institute of Pan African Studies,1181,2408,False,False,http://www.jpanafrican.org,2764382574,2024-02-23T05:39:03.031463
119077090,1475-4878,"[""1475-4878"", ""1747-3853""]",Transactions of The Optical Society,IOP Publishing,529,2398,False,False,1475-4878,119077090,2024-02-23T05:19:36.310907
83938913,0028-6060,"[""0028-6060""]",New Left Review,Routledge,1074,2389,False,False,http://www.newleftreview.org/,83938913,2024-02-23T09:19:38.854863
4210233018,1351-3036,"[""1351-3036"", ""2051-316X""]",Benchmarking for quality management & technology,Emerald Publishing Limited,94,2388,False,False,,4210233018,2024-02-23T10:18:27.532558
31609097,0324-8569,"[""0324-8569""]",Control and Cybernetics,,903,2379,False,False,,31609097,2024-02-23T04:11:56.832290
141199735,2043-9113,"[""2043-9113""]",Journal of Clinical Bioinformatics,BioMed Central,126,2377,False,False,http://www.jclinbioinformatics.com/,141199735,2024-02-23T09:26:47.729884
4210222545,0885-6818,"[""2325-7210"", ""0885-6818""]",Phylon,Clark Atlanta University,1541,2377,False,False,Phylon,4210222545,2024-02-23T08:32:33.754672
2764966318,0817-8542,"[""0817-8542"", ""1836-2206""]",Trends and issues in crime and criminal justice,,443,2369,False,False,en/publications/current%20series/tandi.aspx,2764966318,2024-02-23T11:56:56.667523
4210195004,1065-2701,"[""1065-2701"", ""2169-0146""]",Festival management & event tourism,"Cognizant, LLC",106,2346,False,False,http://www.cognizantcommunication.com,4210195004,2024-02-23T06:08:29.704610
4210171014,0105-3507,"[""0105-3507"", ""2597-2936""]",Bulletin,Geoloical Survey of Denmark and Greenland,229,2340,False,False,,4210171014,2024-02-23T11:47:43.429213
2764847893,1164-5571,"[""1164-5571""]",Fundamental and applied nematology,Brill,470,2338,False,False,science/journal/11645571,2764847893,2024-02-23T08:35:37.040828
2765063755,0976-4534,"[""0976-4534""]",International Journal on Environmental Sciences,National Environmental Science Academy,1104,2332,False,False,,2765063755,2024-02-23T11:53:17.638185
4306480477,,,Taurus eBooks,Taurus,306,2329,False,False,,4306480477,2024-02-23T01:46:50.514979
2765040423,1011-6079,"[""1011-6079""]",Interbull Bulletin,Interbull Centre,1132,2328,False,False,,2765040423,2024-02-23T08:37:37.549429
2764398645,1069-7225,"[""1069-7225"", ""2163-4556""]",Economic Quarterly - Federal Reserve Bank of Richmond,,281,2325,True,False,publications/research/economic_quarterly/index.cfm,2764398645,2024-02-23T11:32:43.142361
2764916931,0265-1491,"[""0265-1491""]",Aspects of applied biology,Springer Nature (Netherlands),2418,2323,False,False,,2764916931,2024-02-23T08:13:42.673056
4306462926,,,Blackwell Publishers eBooks,Blackwell Publishing,203,2322,False,False,,4306462926,2024-02-23T00:17:03.601794
4306504765,,,Boletín de sanidad vegetal. Plagas,,1603,2319,False,False,,4306504765,2024-02-23T03:23:07.221741
2764668226,,,Tree-ring Bulletin,,294,2316,False,False,,2764668226,2024-02-23T12:54:49.006638
80792265,0957-5847,"[""0957-5847"", ""1532-205X""]",Current Obstetrics & Gynaecology,Elsevier BV,1025,2307,False,False,links/toc/cuog,80792265,2024-02-23T15:48:08.357241
4210167866,0047-2239,"[""0047-2239"", ""2325-8748""]",Journal of architectural education of the Association of Collegiate Schools of Architecture,JSTOR,364,2304,False,False,journals/00472239.html,4210167866,2024-02-23T06:39:39.077427
4210217301,2155-9872,"[""2155-9872""]",Journal of analytical & bioanalytical techniques,OMICS Publishing Group,917,2301,False,False,jabthome.php,4210217301,2024-02-23T10:31:47.660656
2764485589,0068-1385,"[""0068-1385"", ""2057-7818""]",Transactions of the British Bryological Society,Taylor & Francis,500,2299,False,False,loi/jbr,2764485589,2024-02-23T10:32:47.697276
4210191136,2052-8426,"[""2052-8426""]",Molecular and cellular therapies,BioMed Central,60,2296,False,False,index.php/MCT/index,4210191136,2024-02-23T03:51:58.613602
4210239963,0364-1686,"[""2326-3075"", ""0364-1686""]",ASA review of books,Cambridge University Press,743,2288,False,False,journals/03641686.html,4210239963,2024-02-23T05:44:14.022632
4306496609,,,제어로봇시스템학회 국내학술대회 논문집,,7407,2286,False,False,,4306496609,2024-02-23T00:39:23.127297
4210180688,0749-9833,"[""1942-8545"", ""0749-9833""]",University of Pennsylvania law review and American law register,JSTOR,3113,2285,False,False,,4210180688,2024-02-23T04:04:15.052061
4306503259,0364-1686,"[""0364-1686"", ""2326-3075""]",ASA Review of Books,Cambridge University Press,570,2283,False,False,journals/03641686.html,4306503259,2024-02-23T00:30:34.021049
2764964090,0025-5513,"[""0025-5513""]",Mathematica japonicae,International Society for Mathematical Sciences,766,2278,False,False,,2764964090,2024-02-23T08:00:05.866350
65409541,1746-0875,"[""1746-0883"", ""1746-0875""]",Future Lipidology,Taylor & Francis,240,2276,False,False,,65409541,2024-02-23T04:27:19.718472
4210168286,1563-0803,"[""1563-0803""]",Pages (Bern),Past Global Changes (PAGES),639,2270,False,False,,4210168286,2024-02-23T04:53:36.641752
4306505620,0008-5006,"[""0008-5006"", ""2375-2475""]",Canadian Slavonic Papers,Taylor & Francis,2244,2266,False,False,action/journalInformation?show=aimsScope&journalCode=rcsp20,4306505620,2024-02-23T00:44:33.619316
4210202990,1861-4175,"[""1861-4175""]","Language, power and social process",De Gruyter Mouton,167,2262,False,False,,4210202990,2024-02-23T07:56:41.841635
2764474016,,,Resource Publication,,92,2254,False,False,,2764474016,2024-02-23T11:47:53.117275
2764722987,2090-3162,"[""2090-3154"", ""2090-3162""]",Genetics research international,Hindawi Publishing Corporation,138,2251,True,False,journals/gri,2764722987,2024-02-23T08:34:07.100821
183428155,0278-9434,"[""0278-9434""]",Transportation Quarterly,,723,2240,False,False,,183428155,2024-02-23T08:10:21.476900
2764693127,0256-1751,"[""0256-1751""]",Bantu Studies,,401,2226,False,False,,2764693127,2024-02-23T12:48:51.017425
2764872482,1539-9664,"[""1539-9664""]",Education Next,Routledge,1068,2214,False,False,,2764872482,2024-02-23T04:47:54.220775
4306470569,,,Falmer Press eBooks,Falmer Press,193,2214,False,False,,4306470569,2024-02-23T03:39:41.632223
4306534899,,,World Bank Other Operational Studies,,1355,2213,False,False,,4306534899,2024-02-23T03:39:43.138448
4306463516,,,Klincksieck eBooks,Klincksieck,737,2212,False,False,,4306463516,2024-02-23T02:03:11.087260
147018782,,,Compendium on Continuing Education for The Practicing Veterinarian,,730,2210,False,False,,147018782,2024-02-23T05:49:03.626972
4210168614,0214-8676,"[""0214-8676"", ""2386-4702""]",Doxa,Publicaciones Universidad de Alicante,1204,2209,True,True,https://doxa.ua.es,4210168614,2024-02-23T11:55:40.577160
4306513217,,,INFLIBNET,,30313,2202,False,False,,4306513217,2024-02-23T04:14:34.640752
71257975,0895-4852,"[""1936-4709"", ""0895-4852""]",Academic Questions,National Association of Scholars,2157,2202,False,False,journal/12129/about,71257975,2024-02-23T11:25:14.863478
2764796285,,,Journal of Educational Multimedia and Hypermedia archive,,141,2197,False,False,,2764796285,2024-02-23T07:17:34.584968
4306464186,,,University of Nebraska Press eBooks,University of Nebraska Press,425,2197,False,False,,4306464186,2024-02-23T03:39:11.570738
2764775394,,,Rangelands Archives,Society for Range Management,1315,2189,False,False,,2764775394,2024-02-23T09:04:51.168657
42309995,,,Agenda,Taylor & Francis,1152,2189,False,False,http://www.agenda.org.za/,42309995,2024-02-23T11:19:17.157486
2764886562,1082-5754,"[""1082-5754""]",Learning and leading with technology,,587,2178,False,False,,2764886562,2024-02-23T07:41:18.727241
189387231,1235-4481,"[""1235-4481"", ""1459-9465""]",Nordic Journal of African Studies,,379,2173,True,True,http://www.njas.helsinki.fi,189387231,2024-02-23T11:00:27.287511
4306477421,,,Paidós eBooks,Paidós,91,2170,False,False,,4306477421,2024-02-23T00:32:39.909551
88241336,1687-7985,"[""1687-7985"", ""1687-7993""]",Advances in Physical Chemistry,Hindawi Publishing Corporation,125,2167,True,False,journals/apc,88241336,2024-02-23T11:40:53.355762
97764784,,,Information Technology and Libraries,American Library Association,727,2165,False,False,ojs/index.php/ital/index,97764784,2024-02-23T06:13:13.634185
2764774554,1521-9747,"[""1521-9747""]",Supply Chain Management Review,,653,2163,False,False,https://www.scmr.com/,2764774554,2024-02-23T06:49:45.423042
4306520717,0391-9749,"[""0391-9749""]",Nematologia Mediterranea,,1376,2160,False,False,,4306520717,2024-02-23T03:06:22.969344
4306527732,1405-6666,"[""1405-6666""]",Revista mexicana de investigación educativa,,1250,2158,False,False,,4306527732,2024-02-23T02:30:55.691712
184238924,0081-0606,"[""0081-0606""]",Socialist Register,Routledge,882,2156,False,False,http://socialistregister.com/,184238924,2024-02-23T05:29:36.194982
4306527046,,,Revista de psicología general y aplicada: Revista de la Federación Española de Asociaciones de Psicología,,2706,2153,False,False,,4306527046,2024-02-23T00:06:29.476001
2764349506,2157-7633,"[""2157-7633""]",Journal of Stem Cell Research & Therapy,OMICS Publishing Group,1078,2144,True,False,jscrthome.php,2764349506,2024-02-23T06:30:09.047795
2764855957,0451-212X,"[""0451-212X""]",The research reports,Kagoshima University,1323,2143,False,False,?action=repository_opensearch&index_id=273,2764855957,2024-02-23T05:39:32.907156
46771824,0741-9457,"[""0741-9457""]",Yale Journal on Regulation,Yale Law School,463,2132,False,False,http://jreg.commons.yale.edu/,46771824,2024-02-23T06:10:24.173707
76832692,0049-4763,"[""0049-4763""]",Tropical Grasslands,,507,2130,False,False,Tropical_Grasslands_Journal_archive/journal_archive.html,76832692,2024-02-23T08:19:54.920428
2764823877,0975-7384,"[""0975-7384""]",Journal of chemical and pharmaceutical research,JOCPR,2018,2127,False,False,http://jocpr.com,2764823877,2024-02-23T10:10:11.151012
2765060474,,,Monetary and and Economic Studies,,317,2127,False,False,,2765060474,2024-02-23T06:01:43.080881
2764403519,,,The Journal of Computer Based Instruction,,307,2123,False,False,,2764403519,2024-02-23T05:09:17.577899
2764360835,1712-8056,"[""1712-8056"", ""1923-6697""]",Canadian Social Science,Canadian Academy of Oriental and Occidental Culture,2603,2117,False,False,index.php/css,2764360835,2024-02-23T07:51:29.800226
136786980,0042-5206,"[""1530-7190"", ""0042-5206""]",Victorian Poetry,West Virginia University Press,926,2111,False,False,journals/vp,136786980,2024-02-23T12:13:43.405027
2764475419,0972-1061,"[""0972-1061""]",Karnataka Journal of Agricultural Sciences,"University of Agricultural Sciences, Dharwad",1211,2110,False,False,,2764475419,2024-02-23T05:56:17.911531
4306501475,0188-7017,"[""0188-7017"", ""2448-850X""]",Alteridades,,1170,2108,True,True,index.php/Alte,4306501475,2024-02-23T03:45:45.489743
4210217042,0258-0330,"[""0258-0330""]",Current studies in hematology and blood transfusion,Karger Publishers,1509,2102,False,False,,4210217042,2024-02-23T06:18:10.118575
96186809,0362-8949,"[""0362-8949"", ""2324-6502""]",Far Eastern Survey,University of California Press,6866,2101,False,False,books?id=BlMrAQAAMAAJ,96186809,2024-02-23T04:32:23.197347
2764445321,1529-8957,"[""1529-8957""]",Principal Leadership,,799,2098,False,False,,2764445321,2024-02-23T12:13:10.567955
4210188669,1473-4869,"[""1473-4869"", ""2051-4220""]",MSOR connections,"Educational Development Unit, University of Greenwich",1055,2097,False,False,?q=node/58,4210188669,2024-02-23T09:07:43.600203
974969521,1230-6169,"[""1230-6169""]",Ochrona Srodowiska,,726,2080,False,False,,974969521,2024-02-23T07:50:27.210165
137403304,1537-6370,"[""1558-5271"", ""1537-6370""]","French Politics, Culture & Society",Berghahn Books,743,2077,False,False,fpcs/,137403304,2024-02-23T04:13:29.318761
4306477627,,,Pearson Prentice Hall eBooks,Pearson Prentice Hall,208,2077,False,False,,4306477627,2024-02-23T03:47:56.944901
2764707925,1077-9124,"[""1077-9124""]",International journal of educational telecommunications,Association for the Advancement of Computing in Education,126,2068,False,False,,2764707925,2024-02-23T09:24:08.332485
2764922509,0034-0502,"[""0034-0502"", ""2642-8857""]",Reading Horizons,Western Michigan University,1494,2066,False,False,reading_horizons,2764922509,2024-02-23T08:31:09.780319
158189712,1135-5948,"[""1135-5948""]",Procesamiento Del Lenguaje Natural,Technical University of Valencia,1666,2065,False,False,http://journal.sepln.org,158189712,2024-02-23T03:56:02.820991
199075998,0003-5696,"[""0003-5696"", ""1613-0421""]",Antike Und Abendland,De Gruyter,884,2062,False,False,journals/antike,199075998,2024-02-23T12:42:21.351603
4306462910,,,Berg eBooks,Berg,472,2060,False,False,,4306462910,2024-02-23T02:13:51.682551
4210177652,2072-3202,"[""2072-3202"", ""2617-6742""]",IMF staff position note,International Monetary Fund,49,2055,False,False,,4210177652,2024-02-23T08:07:22.014713
4210217742,0090-7790,"[""0090-7790"", ""2326-0890""]",The Black perspective in music,JSTOR,495,2055,False,False,journals/00907790.html,4210217742,2024-02-23T09:19:14.666214
2764504601,,,Iranian Journal of Medical Education,Isfahan University of Medical Sciences,1434,2053,False,False,,2764504601,2024-02-23T10:27:18.802867
2764508331,0034-6616,"[""0034-6616""]",Review of marketing and agricultural economics,,897,2051,False,False,,2764508331,2024-02-23T11:10:56.469693
4306508865,,,Education Review // Reseñas Educativas,,261,2048,False,False,,4306508865,2024-02-23T00:28:48.971980
2737588985,2081-139X,"[""2392-0629"", ""2081-139X""]",Inżynieria Ekologiczna,Polish Society of Ecological Engineering,1649,2043,True,True,http://www.ineko.net.pl,2737588985,2024-02-23T11:48:25.521360
119709983,0006-9698,"[""0006-9698"", ""1938-2979""]",Breviora,Museum of Comparative Zoology,517,2042,True,False,,119709983,2024-02-23T05:09:38.511554
4306509411,,,Energetyka,,2290,2037,False,False,,4306509411,2024-02-23T02:47:11.982583
116485746,0373-6385,"[""0373-6385"", ""1883-2172""]","Memoirs of The Faculty of Science, Kyushu University. Series A, Mathematics",,762,2033,False,False,,116485746,2024-02-23T10:04:24.415080
2764503789,2308-4898,"[""2308-4898""]",Geometry & Graphics,,369,2031,False,False,,2764503789,2024-02-23T09:13:58.908971
4210227035,2308-4898,"[""2308-4898""]",Геометрия и графика,Infra-M Academic Publishing House,369,2031,False,False,,4210227035,2024-02-23T06:23:31.166457
2736400552,1415-2150,"[""1415-2150"", ""1983-2117""]",Ensaio Pesquisa em Educação em Ciências,Federal University of Minas Gerais,690,2026,True,True,epec,2736400552,2024-02-23T04:46:16.673318
4210222644,0374-6534,"[""0374-6534""]",European Journal Of Phycology,Taylor & Francis,244,2018,False,False,toc/tejp20/current,4210222644,2024-02-23T09:28:42.040200
4210178951,0723-0567,"[""0723-0567""]",Anatomia clinica,Springer Science+Business Media,252,2011,False,False,,4210178951,2024-02-23T04:56:53.801846
127013269,1534-6005,"[""1534-6005""]",Contributions in Macroeconomics,De Gruyter,62,2010,False,False,,127013269,2024-02-23T14:32:03.651575
3523852,1941-6911,"[""1941-6911""]",Journal of Atrial Fibrillation,"Cardiofront, LLC",542,2009,False,False,web/43830,3523852,2024-02-23T09:23:41.060457
4210227757,1164-4796,"[""1164-4796"", ""2105-2603""]",Revue française de psychosomatique,Presses Universitaires De France,1128,2008,False,False,revue-francaise-de-psychosomatique.htm,4210227757,2024-02-23T12:27:17.484653
4306534857,,,WIT Transactions on Ecology and the Environment,,4528,2005,False,False,,4306534857,2024-02-23T04:27:54.985583
2736636447,1870-3925,"[""1870-3925"", ""2448-4849""]",Región y Sociedad,El Colegio de Sonora,1064,2001,True,True,Difusion/Default.aspx?seccion=revistaenlinea&numero=64,2736636447,2024-02-23T05:49:02.087743
4306533117,,,Training,,730,1999,False,False,,4306533117,2024-02-23T00:00:07.313386
24003136,1324-3780,"[""1324-3780"", ""1440-0979""]",Australian and New Zealand Journal of Mental Health Nursing,Wiley-Blackwell,94,1998,False,False,,24003136,2024-02-23T06:20:09.636085
90740469,0009-4021,"[""0009-4021""]",Child Welfare,Child Welfare League of America,652,1998,False,False,,90740469,2024-02-23T14:11:19.205087
141229364,,,Journal of Institutional and Theoretical Economics-zeitschrift Fur Die Gesamte Staatswissenschaft,Mohr Siebeck GmbH & Co. KG,232,1996,False,False,,141229364,2024-02-23T11:15:03.623695
2764593732,1523-6919,"[""1523-6919"", ""1524-3303""]",Journal of cotton science,,411,1986,False,False,web/7307,2764593732,2024-02-23T10:57:49.327300
109073365,1406-0175,"[""1406-0175"", ""1736-6038"", ""1736-7522"", ""2228-0820""]",Estonian Journal of Engineering,Estonian Academy Publishers,457,1985,False,False,public/va_te/con_u_teh.htm,109073365,2024-02-23T05:23:40.910794
2765024365,1530-7638,"[""1530-7638""]",Journal of Integer Sequences,University of Waterloo,394,1985,False,False,journals/JIS/,2765024365,2024-02-23T12:04:59.423771
88382961,0967-0513,"[""0967-0513"", ""2053-7786""]",Land Contamination & Reclamation,EPP Publications,409,1972,False,False,,88382961,2024-02-23T11:07:01.348536
88895571,0007-5108,"[""0007-5108"", ""1944-0928""]",Bulletin of The Comediantes,Auburn University,1874,1971,False,False,books?id=CAcIAAAAIAAJ,88895571,2024-02-23T13:01:46.317269
4306463251,,,ESF eBooks,ESF,194,1970,False,False,,4306463251,2024-02-23T00:56:14.088849
4363608732,,,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,,136,1970,False,False,,4363608732,2024-02-23T09:49:12.931162
2736497804,1677-2504,"[""2178-2822"", ""1677-2504""]",Revista Brasileira de Inovação,University of Campinas,410,1966,True,True,ojs/index.php/rbi/index,2736497804,2024-02-23T04:48:04.890278
4306463144,,,Ediciones Universidad de Salamanca eBooks,Ediciones Universidad de Salamanca,3497,1964,False,False,,4306463144,2024-02-23T03:19:11.603797
4306517719,1226-3591,"[""1226-3591"", ""2287-8203""]",Korean Journal of Plant Resources,,1285,1964,False,False,Publication/765,4306517719,2024-02-23T02:26:35.561576
86301901,1133-455X,"[""1133-455X""]",Revista De Economia Aplicada,University of Zaragoza,539,1963,False,False,revista/default.html,86301901,2024-02-23T10:34:45.677416
4306463714,,,Palgrave eBooks,Palgrave Macmillan,568,1957,False,False,,4306463714,2024-02-23T02:03:29.491582
2737632977,1533-242X,"[""1533-242X""]",The Reading Matrix : an International Online Journal,Meena Singhal & John I. Liontas,361,1955,True,True,http://www.readingmatrix.com/,2737632977,2024-02-23T06:20:42.130983
4306502690,,,Aquaculture Science,,2506,1946,False,False,,4306502690,2024-02-23T02:18:12.115044
4210193565,0860-6846,"[""0860-6846"", ""2083-8328""]",Ekonomika i Organizacja Przedsiębiorstwa,Portico,2670,1939,False,False,eoe,4210193565,2024-02-23T05:27:14.663228
4210169784,1315-9518,"[""1315-9518"", ""2477-9431""]",Revista de ciencias sociales,University of Zulia,1059,1935,True,True,index.php/rcs/index,4210169784,2024-02-23T23:02:39.175665
4306463702,,,Organisation for Economic Co-operation and Development eBooks,Organization for Economic Cooperation and Development,300,1933,False,False,,4306463702,2024-02-23T03:19:23.458586
81046792,1368-7506,"[""1368-7506""]",Journal of Digital Information,,284,1932,False,False,jodi/index.php/jodi/index,81046792,2024-02-23T10:10:59.729649
4210232130,0210-9778,"[""1988-3307"", ""2603-9273"", ""0210-9778""]",Lazaroa,Complutense University of Madrid,782,1925,True,True,index.php/LAZA,4210232130,2024-02-23T08:41:41.506552
4306466578,,,Böhlau eBooks,Böhlau Verlag,2077,1925,False,False,,4306466578,2024-02-23T00:41:34.746863
2764757569,0277-4232,"[""0277-4232""]",Education week,Editorial Projects in Education,1616,1924,False,False,http://www.edweek.org,2764757569,2024-02-23T06:21:38.369578
107880978,,,Tidsskrift for Den Norske Laegeforening,Norwegian Medical Association,15448,1916,False,False,,107880978,2024-02-23T12:47:23.748164
972034074,0378-7818,"[""2477-9407"", ""0378-7818""]",Revista De La Facultad De Agronomia De La Universidad Del Zulia,University of Zulia,1720,1915,True,False,,972034074,2024-02-23T12:24:17.468386
2764349233,0736-0983,"[""0037-9719"", ""0736-0983""]",Planning for higher education,Society for College and University Planning,1035,1914,False,False,learning-resources/planning-for-higher-education-journal,2764349233,2024-02-23T05:44:33.143192
4306463338,,,G P Putnam's Sons eBooks,G P Putnam's Sons,682,1913,False,False,,4306463338,2024-02-23T03:38:04.955287
2765035158,,,ULB Institutional Repository,Editions of the University of Brussels,3506,1912,False,False,,2765035158,2024-02-23T06:22:43.354094
2764395064,2155-9821,"[""2155-9821""]",Journal of bioprocessing & biotechniques,OMICS Publishing Group,453,1907,False,False,jbpbthome.php,2764395064,2024-02-23T11:45:35.559973
4306496233,,,한국자동차공학회 부문종합 학술대회,,2492,1902,False,False,,4306496233,2024-02-23T00:10:49.082165
4210170594,1073-6840,"[""2379-0814"", ""1073-6840""]",Strength and conditioning,Lippincott Williams & Wilkins,449,1895,False,False,,4210170594,2024-02-23T11:54:42.400186
4306475329,,,Luchterhand eBooks,Luchterhand,976,1886,False,False,,4306475329,2024-02-23T00:27:13.332965
1014436910,1136-8071,"[""1136-8071""]",Revista De Hispanismo Filosofico,Fondo de Cultura Económica,1465,1885,False,False,,1014436910,2024-02-23T12:28:21.470708
88096583,1479-0505,"[""1479-0513"", ""1479-0505""]",Biofilms,Cambridge University Press,99,1885,False,False,http://journals.cup.org,88096583,2024-02-23T07:24:27.531597
189310978,0019-6665,"[""0019-6665""]",Indiana Law Journal,Indiana University Maurer School of Law,3042,1884,False,False,http://ilj.law.indiana.edu/,189310978,2024-02-23T09:38:48.915783
4210227871,1077-341X,"[""1077-341X"", ""1939-5647""]",Cultural diversity and mental health,American Psychological Association,214,1877,False,False,,4210227871,2024-02-23T05:10:51.945440
2764764968,1177-6250,"[""1177-6250""]",Gene regulation and systems biology,SAGE Publishing,155,1876,True,False,journal.php?pa=description&journal_id=26,2764764968,2024-02-23T16:37:58.056591
4306475610,,,Martins Fontes eBooks,Martins Fontes,36,1871,False,False,,4306475610,2024-02-23T02:36:29.920711
39858931,0044-3301,"[""1439-2615"", ""0044-3301""]",Zeitschrift Fur Philosophische Forschung,Verlag Vittorio Klostermann,1257,1870,False,False,epages/63574303.sf/de_de/?objectpath=/shops/63574303/categories/zeitschriften/zeitsfphilforschung,39858931,2024-02-23T05:44:50.501986
4210194811,0524-0476,"[""1853-8460"", ""0524-0476""]",Bonplandia,Instituto de Botánica del Nordeste,404,1870,True,True,index.php?varbotpcipal=bonplandia&varbotsec=bonplandia,4210194811,2024-02-23T04:51:16.869115
4306518338,,,Lecturas: Educación física y deportes,,2801,1866,False,False,,4306518338,2024-02-23T01:06:25.668719
2764874868,0011-6963,"[""0011-6963""]",Datamation archive,,956,1865,False,False,,2764874868,2024-02-23T12:24:32.496090
41573172,0721-2631,"[""0721-2631""]",Statistics & Decisions,De Gruyter,154,1863,False,False,view/j/strm,41573172,2024-02-23T11:12:53.694575
4306486143,,,Basic Books/Hachette Book Group,Basic Books/Hachette Book Group,71,1863,False,False,,4306486143,2024-02-23T01:18:29.750942
4210222020,1405-1109,"[""1405-1109""]",Psicología y salud,Universidad Veracruzana,817,1858,True,False,,4210222020,2024-02-23T09:18:39.764134
4306525161,,,Quadrant,,7362,1856,False,False,,4306525161,2024-02-23T02:13:19.775730
4210196467,0172-6668,"[""0172-6668""]",Plant systematics and evolution,Springer Vienna,71,1846,False,False,,4210196467,2024-02-23T22:54:03.729775
4210205461,0079-6824,"[""0079-6824"", ""2235-4328""]",Progress in surgery,,316,1846,False,False,,4210205461,2024-02-23T10:44:30.169596
4210210263,0894-0819,"[""0894-0819""]",SIGOIS bulletin,Association for Computing Machinery,435,1840,False,False,,4210210263,2024-02-23T08:58:11.353445
4306466260,,,Beck eBooks,Beck,1238,1837,False,False,,4306466260,2024-02-23T00:46:14.228154
4306523231,,,Problemy Inżynierii Rolniczej,,1351,1834,False,False,,4306523231,2024-02-23T03:07:13.112212
4210180360,0137-4729,"[""0137-4729""]",Polityka Społeczna,Index Copernicus International S.A.,2153,1833,False,False,,4210180360,2024-02-23T11:04:10.376269
2764807277,2217-544X,"[""2217-544X"", ""2217-5652""]",International Journal for Traffic and Transport Engineering,"City Net Scientific Research Center, Ltd. Belgrade",515,1831,True,False,home,2764807277,2024-02-23T09:37:25.188175
4306502127,0860-4037,"[""0860-4037"", ""2300-8342""]",Animal Science Papers and Reports,,835,1824,False,False,journal,4306502127,2024-02-23T03:51:49.579134
132870446,0022-3387,"[""0022-3387""]",Journal of Parapsychology,Rhine Research Center,624,1819,False,False,what-we-do/journal-of-parapsychology.html,132870446,2024-02-23T06:51:07.474491
4306518129,,,L'Antiquité Classique,,17970,1817,False,False,http://www.antiquiteclassique.be,4306518129,2024-02-23T00:43:44.843512
4210219489,1815-1981,"[""1815-1981""]",OECD labour market and social policy occasional papers,,86,1815,False,False,,4210219489,2024-02-23T10:35:19.171422
4306463759,,,Plon eBooks,Plon,1281,1813,False,False,,4306463759,2024-02-23T00:41:51.963388
4306513004,,,İlköğretim Online (elektronik),,595,1810,False,False,,4306513004,2024-02-23T00:00:10.610142
