work_id,author_position,author_id,institution_id,raw_affiliation_string
2051149479,first,5059075801,173911158.0,"Iowa State University Mechanical Engineering Department, , Ames, Iowa 50011"
2051149479,last,5072569246,173911158.0,"Iowa State University Mechanical Engineering Department, , Ames, Iowa 50011"
2051149940,first,5046786559,,
2051150319,first,5052378655,2800027884.0,"Israel Atomic Energy Commission Laboratories, Rehovot, Israel"
2051150319,last,5080782025,2800027884.0,"Israel Atomic Energy Commission Laboratories, Rehovot, Israel"
2051151246,first,5052205279,4210131883.0,"Instituto de Ciências Matemáticas de São Carlos Departamento de Matemática, Universidade de São Paulo, São Carlos,"
2051151246,first,5052332422,17974374.0,"Instituto de Ciências Matemáticas de São Carlos Departamento de Matemática, Universidade de São Paulo, São Carlos,"
2051151246,last,5075959498,4210131883.0,"Instituto de Ciências Matemáticas de São Carlos Departamento de Matemática, Universidade de São Paulo, São Carlos,"
2051151246,last,5081763586,17974374.0,"Instituto de Ciências Matemáticas de São Carlos Departamento de Matemática, Universidade de São Paulo, São Carlos,"
2051151286,first,5023779041,4210166718.0,"Endocrinology, Diabetes, Metabolism, and Nutrition"
2051151286,last,5011899689,,
2051151295,first,5089469349,107158390.0,"Telecommunition Syst. Dept., Kharkiv Nat. Uniersity of Radioelectron., Kharkiv, Ukraine"
2051151295,last,5021079206,107158390.0,"Telecommunition Syst. Dept., Kharkiv Nat. Uniersity of Radioelectron., Kharkiv, Ukraine"
2051151742,first,5087216208,,
2051151742,last,5009746570,,
2051151957,first,5085932070,,"BALTIMORE.; PROFESSOR OF ANATOMY AND CLINICAL SURGERY IN THE UNIVERSITY OF MATYLAND.; Read before the Medical and Chirurgical Faculty of Maryland, April 25, 1887."
2051152012,first,5044944579,,
2051152183,first,5009902972,,Completed Date: 26 December 1966; Created Date: 26 December 1966
2051152443,first,5050057021,4210165444.0,"Unit of Biochemical Pharmacology and Protein Biotechnology, Chongqing Key Laboratory of Biochemistry and Molecular Pharmacology, College of Pharmaceutical Sciences, Chongqing Medical University, Chongqing, 400016, China"
2051152443,first,5076559815,87780372.0,"Unit of Biochemical Pharmacology and Protein Biotechnology, Chongqing Key Laboratory of Biochemistry and Molecular Pharmacology, College of Pharmaceutical Sciences, Chongqing Medical University, Chongqing, 400016, China"
2051152443,middle,5051138710,4210165444.0,"Unit of Biochemical Pharmacology and Protein Biotechnology, Chongqing Key Laboratory of Biochemistry and Molecular Pharmacology, College of Pharmaceutical Sciences, Chongqing Medical University, Chongqing, 400016, China"
2051152443,middle,5003214232,87780372.0,"Unit of Biochemical Pharmacology and Protein Biotechnology, Chongqing Key Laboratory of Biochemistry and Molecular Pharmacology, College of Pharmaceutical Sciences, Chongqing Medical University, Chongqing, 400016, China"
2051152443,middle,5004437004,4210165444.0,"Unit of Biochemical Pharmacology and Protein Biotechnology, Chongqing Key Laboratory of Biochemistry and Molecular Pharmacology, College of Pharmaceutical Sciences, Chongqing Medical University, Chongqing, 400016, China"
2051152443,middle,5071907383,87780372.0,"Unit of Biochemical Pharmacology and Protein Biotechnology, Chongqing Key Laboratory of Biochemistry and Molecular Pharmacology, College of Pharmaceutical Sciences, Chongqing Medical University, Chongqing, 400016, China"
2051152443,middle,5072419495,4210165444.0,"Unit of Biochemical Pharmacology and Protein Biotechnology, Chongqing Key Laboratory of Biochemistry and Molecular Pharmacology, College of Pharmaceutical Sciences, Chongqing Medical University, Chongqing, 400016, China"
2051152443,middle,5065760562,87780372.0,"Unit of Biochemical Pharmacology and Protein Biotechnology, Chongqing Key Laboratory of Biochemistry and Molecular Pharmacology, College of Pharmaceutical Sciences, Chongqing Medical University, Chongqing, 400016, China"
2051152443,middle,5055050619,4210165444.0,"Unit of Biochemical Pharmacology and Protein Biotechnology, Chongqing Key Laboratory of Biochemistry and Molecular Pharmacology, College of Pharmaceutical Sciences, Chongqing Medical University, Chongqing, 400016, China"
2051152443,middle,5065760562,87780372.0,"Unit of Biochemical Pharmacology and Protein Biotechnology, Chongqing Key Laboratory of Biochemistry and Molecular Pharmacology, College of Pharmaceutical Sciences, Chongqing Medical University, Chongqing, 400016, China"
2051152443,middle,5080719634,4210165444.0,"Unit of Biochemical Pharmacology and Protein Biotechnology, Chongqing Key Laboratory of Biochemistry and Molecular Pharmacology, College of Pharmaceutical Sciences, Chongqing Medical University, Chongqing, 400016, China"
2051152443,middle,5027477693,87780372.0,"Unit of Biochemical Pharmacology and Protein Biotechnology, Chongqing Key Laboratory of Biochemistry and Molecular Pharmacology, College of Pharmaceutical Sciences, Chongqing Medical University, Chongqing, 400016, China"
2051152443,middle,5079362604,4210165444.0,"Unit of Biochemical Pharmacology and Protein Biotechnology, Chongqing Key Laboratory of Biochemistry and Molecular Pharmacology, College of Pharmaceutical Sciences, Chongqing Medical University, Chongqing, 400016, China"
2051152443,middle,5080781092,87780372.0,"Unit of Biochemical Pharmacology and Protein Biotechnology, Chongqing Key Laboratory of Biochemistry and Molecular Pharmacology, College of Pharmaceutical Sciences, Chongqing Medical University, Chongqing, 400016, China"
2051152443,last,5075033189,4210165444.0,"Unit of Biochemical Pharmacology and Protein Biotechnology, Chongqing Key Laboratory of Biochemistry and Molecular Pharmacology, College of Pharmaceutical Sciences, Chongqing Medical University, Chongqing, 400016, China"
2051152443,last,5076254444,87780372.0,"Unit of Biochemical Pharmacology and Protein Biotechnology, Chongqing Key Laboratory of Biochemistry and Molecular Pharmacology, College of Pharmaceutical Sciences, Chongqing Medical University, Chongqing, 400016, China"
2051152928,first,5065753963,,
2051153189,first,5053627197,,
2051153521,first,5072419495,118347636.0,Australian National University
2051153866,first,5047062612,,"AFWAL Materials Laboratory (MLLN), Wright-Patterson, AFB OH 45433, U.S.A."
2051153866,last,5010840896,,"Aeronautics and Astronautics, AFIT, Wright-Patterson, AFB OH 45433, U.S.A."
2051154505,first,5086118789,4210163578.0,Founder of Integral Performance Group
2051154596,first,5084737453,4880106.0,Feng Chia University Taichung
2051154596,middle,5080781092,4880106.0,Feng Chia University Taichung
2051154596,middle,5091101235,4880106.0,Feng Chia University Taichung
2051154596,last,5075465227,4880106.0,Feng Chia University Taichung
2051154787,first,5068485943,,
2051154787,middle,5029414284,,
2051154787,last,5029438796,,
2051155012,first,5028220643,,
2051155012,last,5049404359,,
2051155312,first,5018089442,139894009.0,"Teaching Fellow in German in the Department of Modern Languages , University of Bradford"
2051155925,first,5087216208,,
2051155925,middle,5007428634,,
2051155925,last,5006214269,,
2051156078,first,5029175540,58028834.0,"Human Genetics Laboratory, Centre of Macaronesian Studies, University of Madeira, Campus of Penteada, Funchal, Portugal"
2051156078,middle,5056986606,58028834.0,"Human Genetics Laboratory, Centre of Macaronesian Studies, University of Madeira, Campus of Penteada, Funchal, Portugal"
2051156078,middle,5052205279,58028834.0,"Human Genetics Laboratory, Centre of Macaronesian Studies, University of Madeira, Campus of Penteada, Funchal, Portugal"
2051156078,middle,5065529657,58028834.0,"Human Genetics Laboratory, Centre of Macaronesian Studies, University of Madeira, Campus of Penteada, Funchal, Portugal"
2051156078,middle,5008557121,58028834.0,"Human Genetics Laboratory, Centre of Macaronesian Studies, University of Madeira, Campus of Penteada, Funchal, Portugal"
2051156078,last,5045791535,58028834.0,"Human Genetics Laboratory, Centre of Macaronesian Studies, University of Madeira, Campus of Penteada, Funchal, Portugal"
2051156384,first,5017707285,,
2051156384,last,5056461765,,
2051156394,first,5072340000,4210152464.0,"Research Laboratory, General Electric Company, Schenectady, N. Y."
2051156755,first,5019123826,99464096.0,Institut voor Chemie-Ingenieurstechniek Katholicke Universiteit Leuven Belgium
2051156755,middle,5003352360,51556381.0,"School of Engineering and Applied Science University of Virginia Charlottesville, Va. 22901 U.S.A."
2051156755,last,5069242667,51556381.0,"School of Engineering and Applied Science University of Virginia Charlottesville, Va. 22901 U.S.A."
2051156766,first,5053730749,79563041.0,"N.I. Lobachevsky State University of Nizhny Novgorod, Nizhny Novgorod, Russia."
2051156766,middle,5051138710,79563041.0,"N.I. Lobachevsky State University of Nizhny Novgorod, Nizhny Novgorod, Russia."
2051156766,last,5036578348,79563041.0,"N.I. Lobachevsky State University of Nizhny Novgorod, Nizhny Novgorod, Russia."
2051158193,first,5065753963,,Moscow
2051159244,first,5051873291,,
2051159244,last,5023846504,,
2051159519,first,5044032928,117532281.0,"Guangdong Provincial Hospital of Chinese Medicine, 2nd Affiliated Hospital of Guangzhou University of Chinese Medicine"
2051159519,middle,5086983410,117532281.0,"Guangdong Provincial Hospital of Chinese Medicine, 2nd Affiliated Hospital of Guangzhou University of Chinese Medicine"
2051159519,middle,5033696402,117532281.0,"Guangdong Provincial Hospital of Chinese Medicine, 2nd Affiliated Hospital of Guangzhou University of Chinese Medicine"
2051159519,middle,5017062408,117532281.0,"Guangdong Provincial Hospital of Chinese Medicine, 2nd Affiliated Hospital of Guangzhou University of Chinese Medicine"
2051159519,middle,5086118789,117532281.0,"Guangdong Provincial Hospital of Chinese Medicine, 2nd Affiliated Hospital of Guangzhou University of Chinese Medicine"
2051159519,last,5007226805,117532281.0,"Guangdong Provincial Hospital of Chinese Medicine, 2nd Affiliated Hospital of Guangzhou University of Chinese Medicine"
2051159605,first,5037168372,,
2051159803,first,5036137417,1297026177.0,ASA Fellow; Corporate economist and chief statistician for the Dun & Brad‐street Corporation
2051161090,first,5025191886,70983195.0,"Dept. of Electrical and Computer Engineering Syracuse University Syracuse, NY 13244, U.S.A."
2051161090,last,5023846504,70983195.0,"Dept. of Electrical and Computer Engineering Syracuse University Syracuse, NY 13244, U.S.A."
2051161398,first,5075559582,59100879.0,"Physical Laboratories, University of Jodhpur , Jodhpur, India"
2051161398,middle,5056696050,59100879.0,"Physical Laboratories, University of Jodhpur , Jodhpur, India"
2051161398,last,5088250792,59100879.0,"Physical Laboratories, University of Jodhpur , Jodhpur, India"
2051161689,first,5085591989,,
2051161801,first,5057190771,,
2051162753,first,5043034077,32021983.0,"Manuscript received September 3, 1993; manuscript accepted November 17, 1993.; reprint requests to Priv.-Doz. Dr. med. Christian Löser, I. Medizinische Klinik, Christian-Albrechts-Universität, Schittenhelmstrasse 12, D-24105 Kiel, Germany."
2051162753,middle,5043554245,32021983.0,"Manuscript received September 3, 1993; manuscript accepted November 17, 1993.; reprint requests to Priv.-Doz. Dr. med. Christian Löser, I. Medizinische Klinik, Christian-Albrechts-Universität, Schittenhelmstrasse 12, D-24105 Kiel, Germany."
2051162753,last,5013414360,32021983.0,"Manuscript received September 3, 1993; manuscript accepted November 17, 1993.; reprint requests to Priv.-Doz. Dr. med. Christian Löser, I. Medizinische Klinik, Christian-Albrechts-Universität, Schittenhelmstrasse 12, D-24105 Kiel, Germany."
2051162800,first,5025334373,2799884508.0,"Assistenzarzt onkologische Palliativmedizin, Kantonsspital St. Gallen"
2051162800,last,5038838837,2799884508.0,"Oberarzt mbF Onkologie und Palliativmedizin, Leitung onkologische Palliativmedizin, Kantonsspital St. Gallen"
2051163018,first,5091304121,84641585.0,"Department of Biological Sciences, Faculty of Science, Sokoine University of Agriculture, P.O. Box 3038, Morogoro, Tanzania; Ifakara Health Institute (IHI), Research and Development Center (RDC), P.O. Box 53, Ifakara, Kilombero District, Tanzania"
2051163018,first,5004100415,114292369.0,"Department of Biological Sciences, Faculty of Science, Sokoine University of Agriculture, P.O. Box 3038, Morogoro, Tanzania; Ifakara Health Institute (IHI), Research and Development Center (RDC), P.O. Box 53, Ifakara, Kilombero District, Tanzania"
2051163018,middle,5040427649,124357947.0,"London School of Hygiene and Tropical Medicine, Pathogen Molecular Biology Unit, Department of Infectious Tropical Diseases, Keppel Street, London WC1E 7HT, UK"
2051163018,middle,5053015523,4210089966.0,"London School of Hygiene and Tropical Medicine, Pathogen Molecular Biology Unit, Department of Infectious Tropical Diseases, Keppel Street, London WC1E 7HT, UK"
2051163018,middle,5080705201,84641585.0,"Department of Veterinary Physiology, Biochemistry, Pharmacology and Toxicology, Faculty of Veterinary Medicine, Sokoine University of Agriculture, P.O. Box 3017, Morogoro, Tanzania"
2051163018,middle,5043391310,114292369.0,"Ifakara Health Institute (IHI), Research and Development Center (RDC), P.O. Box 53, Ifakara, Kilombero District, Tanzania"
2051163018,middle,5067235788,114292369.0,"Ifakara Health Institute (IHI), Research and Development Center (RDC), P.O. Box 53, Ifakara, Kilombero District, Tanzania"
2051163018,middle,5080781092,4210160401.0,"Malaria Branch, Division of Parasitic Diseases, National Center for Infectious Diseases, Centers for Disease Control and Prevention (CDC), Atlanta, GA 30341, USA"
2051163018,middle,5024995818,1289490764.0,"Malaria Branch, Division of Parasitic Diseases, National Center for Infectious Diseases, Centers for Disease Control and Prevention (CDC), Atlanta, GA 30341, USA"
2051163018,middle,5014063849,4210160401.0,"Malaria Branch, Division of Parasitic Diseases, National Center for Infectious Diseases, Centers for Disease Control and Prevention (CDC), Atlanta, GA 30341, USA"
2051163018,middle,5008513659,1289490764.0,"Malaria Branch, Division of Parasitic Diseases, National Center for Infectious Diseases, Centers for Disease Control and Prevention (CDC), Atlanta, GA 30341, USA"
2051163018,last,5070405900,124357947.0,"London School of Hygiene and Tropical Medicine, Pathogen Molecular Biology Unit, Department of Infectious Tropical Diseases, Keppel Street, London WC1E 7HT, UK"
2051163018,last,5061252395,4210089966.0,"London School of Hygiene and Tropical Medicine, Pathogen Molecular Biology Unit, Department of Infectious Tropical Diseases, Keppel Street, London WC1E 7HT, UK"
2051165166,first,5028399643,,
2051165205,first,5010586392,95457486.0,"Department of Molecular and Cell biology, University of California, Berkeley, USA."
2051165205,middle,5037703738,95457486.0,"Department of Molecular and Cell biology, University of California, Berkeley, USA."
2051165205,middle,5065372450,95457486.0,"Department of Molecular and Cell biology, University of California, Berkeley, USA."
2051165205,middle,5034382647,95457486.0,"Department of Molecular and Cell biology, University of California, Berkeley, USA."
2051165205,middle,5047169769,95457486.0,"Department of Molecular and Cell biology, University of California, Berkeley, USA."
2051165205,last,5086287652,95457486.0,"Department of Molecular and Cell biology, University of California, Berkeley, USA."
2051165229,first,5088422718,138689650.0,"Gastroenterology Unit, Department of Surgical, Oncological and Gastroenterological Sciences, University of Padua, Padua, Italy"
2051165229,middle,5036137417,83816512.0,"Gastroenterology Unit, Department of Internal Medicine, University of Genoa, Genoa, Italy"
2051165229,last,5074766372,83816512.0,"Gastroenterology Unit, Department of Internal Medicine, University of Genoa, Genoa, Italy"
2051165252,first,5065753963,4210087584.0,"Korea Institute of Oriental Medicine, Daejeon, 305–811, Korea"
2051165252,middle,5023437486,4210087584.0,"Korea Institute of Oriental Medicine, Daejeon, 305–811, Korea"
2051165252,middle,5065753963,4210087584.0,"Korea Institute of Oriental Medicine, Daejeon, 305–811, Korea"
2051165252,middle,5062198870,4210087584.0,"Korea Institute of Oriental Medicine, Daejeon, 305–811, Korea"
2051165252,middle,5085701476,24062138.0,"Department of Biological Sciences, Konkuk University, Seoul 143–701, Korea"
2051165252,middle,5051924943,205490536.0,"Dongguk University, Gyeongsangbuk-do, 780–714, Korea"
2051165252,last,5084167711,4210087584.0,"Korea Institute of Oriental Medicine, Daejeon, 305–811, Korea"
2051165970,first,5061544462,,
2051165970,middle,5020875533,,
2051165970,last,5008513659,,
2051166298,first,5073784003,165799507.0,"Rensselaer Polytechnic Institute, Troy, NY"
2051166298,middle,5011244104,165799507.0,"Rensselaer Polytechnic Institute, Troy, NY"
2051166298,middle,5062662618,165799507.0,"Rensselaer Polytechnic Institute, Troy, NY"
2051166298,last,5062662618,165799507.0,"Rensselaer Polytechnic Institute, Troy, NY"
2051167109,first,5066572586,,
2051167116,first,5002139034,8087733.0,"Lehrstuhl für Theoretische Physik der Universität Tübingen, Deutschland"
2051167116,last,5028220643,8087733.0,"Lehrstuhl für Theoretische Physik der Universität Tübingen, Deutschland"
2051167881,first,5057198702,,
2051168629,first,5061252395,,
2051169992,first,5083981519,129604602.0,"Design Lab, University of Sydney, NSW 2010 Australia"
2051169992,last,5034051555,129604602.0,"Design Lab, University of Sydney, NSW 2010 Australia"
2051170518,first,5005020376,179193067.0,"Department of Chemistry, Faculty of Science , Khon Kaen University , Khon Kaen, 40002, Thailand"
2051170518,middle,5084721919,179193067.0,"Department of Chemistry, Faculty of Science , Khon Kaen University , Khon Kaen, 40002, Thailand"
2051170518,last,5009902972,108108428.0,"Department of Physics, Faculty of Science and Technology, Thammasat University Rangsit, Pathumthani 12121, Thailand"
2051170911,first,5006372117,,
2051171033,first,5013399870,108403487.0," Warsaw University of Technology, POLAND"
2051171033,middle,5087249091,4210114383.0,The Children's Memorial Health Institute (Poland)
2051171033,middle,5086511085,4210114383.0,The Children's Memorial Health Institute (Poland)
2051171033,middle,5070106223,4210114383.0,The Children's Memorial Health Institute (Poland)
2051171033,last,5028356280,108403487.0," Warsaw University of Technology, POLAND"
2051171777,first,5011743476,15057530.0,"IMB, Université de Bordeaux, 33405 Talence Cedex, France"
2051171777,first,5044782313,4210166017.0,"IMB, Université de Bordeaux, 33405 Talence Cedex, France"
2051171777,last,5010171854,177877127.0,"University of Western Australia, School of Mathematics and Statistics, Perth, WA 6009, Australia"
2051172176,first,5023779041,25974101.0,"Institut für Theoretische Physik, Universität Würzburg, 97074 Würzburg, Germany#N#, , DE"
2051172176,last,5010171854,112859197.0,"Dipartimento di Matematica e Fisica,  Sezione INFM,  Università di Camerino,  62032 Camerino (MC),  Italy"
2051173030,first,5071502461,,
2051173461,first,5003214232,12524447.0,"Seton Hall University, South Orange, USA"
2051174634,first,5001166023,144291393.0,"Data Storage Institute, Agency for Science, Technology and Research (A*STAR), DSI Building, 5 Engineering Drive 1, Singapore 117608"
2051174634,first,5035108806,115228651.0,"Data Storage Institute, Agency for Science, Technology and Research (A*STAR), DSI Building, 5 Engineering Drive 1, Singapore 117608"
2051174634,middle,5080781092,144291393.0,"Data Storage Institute, Agency for Science, Technology and Research (A*STAR), DSI Building, 5 Engineering Drive 1, Singapore 117608"
2051174634,middle,5037599277,115228651.0,"Data Storage Institute, Agency for Science, Technology and Research (A*STAR), DSI Building, 5 Engineering Drive 1, Singapore 117608"
2051174634,last,5015987754,144291393.0,"Data Storage Institute, Agency for Science, Technology and Research (A*STAR), DSI Building, 5 Engineering Drive 1, Singapore 117608"
2051174634,last,5080874815,115228651.0,"Data Storage Institute, Agency for Science, Technology and Research (A*STAR), DSI Building, 5 Engineering Drive 1, Singapore 117608"
2051175437,first,5030039484,,
2051175437,middle,5085842813,,
2051175437,last,5073347409,,
2051176443,first,5084534799,,"Rand Afrikaans University, Johannesburg, South Africa"
2051176443,last,5049923176,,"Rand Afrikaans University, Johannesburg, South Africa"
2051176778,first,5043776379,,
2051177858,first,5089085199,104946051.0,"Research Associate, Dept. of Civil Engineering, Nihon Univ., College of Science and Technology, Tokyo, Japan."
2051177858,middle,5075409077,104946051.0,"Research Associate, Dept. of Civil Engineering, Nihon Univ., College of Science and Technology, Tokyo, Japan."
2051177858,last,5065383227,104946051.0,"Research Associate, Dept. of Civil Engineering, Nihon Univ., College of Science and Technology, Tokyo, Japan."
2051177922,first,5016173920,,
2051178226,first,5000712499,,
2051178226,middle,5053627197,141371507.0,SOONGSIL UNIVERSITY
2051178226,last,5004081995,,
2051178495,first,5041827931,110166357.0,"Department of Physics and Astrophysics, Delhi Unviersity, Delhi 110007, India"
2051178495,middle,5050053255,2800004676.0,"Observatoire de Paris, 92195 Meudon, France"
2051178495,middle,5022719891,126231945.0,"Department of Applied Mathematics and Theoretical Physics, The Queen’s University of Belfast, Belfast, BT7 1NN, Northern Ireland"
2051178495,middle,5068820249,126231945.0,"Department of Applied Mathematics and Theoretical Physics, The Queen’s University of Belfast, Belfast, BT7 1NN, Northern Ireland"
2051178495,last,5027852733,126231945.0,"Department of Applied Mathematics and Theoretical Physics, The Queen’s University of Belfast, Belfast, BT7 1NN, Northern Ireland"
2051178596,first,5010447879,,
2051178596,middle,5075010605,,
2051178596,last,5088774335,,
2051178702,first,5028356280,2799807261.0,Tel Aviv-Sourasky Medical Center Israel
2051178702,middle,5057198702,2799807261.0,Tel Aviv-Sourasky Medical Center Israel
2051178702,middle,5033181376,2799807261.0,Tel Aviv-Sourasky Medical Center Israel
2051178702,last,5082696829,2799807261.0,Tel Aviv-Sourasky Medical Center Israel
2051178779,first,5056986606,51504820.0,"Department of Philosophy, San José State University, San Jose, CA, United States"
2051178923,first,5040010116,2799756756.0,"Uttar Pradesh State Observatory, Naini Tal, India"
2051178999,first,5029873389,,
2051179204,first,5005363995,39586589.0,"School of Biological Sciences, University of Wales Swansea, SA2 PP, UK"
2051179204,first,5080978581,97429440.0,"School of Biological Sciences, University of Wales Swansea, SA2 PP, UK"
2051179204,middle,5043013411,2800861664.0,"Oral and Maxillofacial Surgery, University Hospital of Wales, Cardiff, UK"
2051179204,middle,5004437004,2801456533.0,"Department of Histopathology, Morriston Hospital, Swansea, UK"
2051179204,middle,5059075801,39586589.0,"School of Biological Sciences, University of Wales Swansea, SA2 PP, UK"
2051179204,middle,5065372450,97429440.0,"School of Biological Sciences, University of Wales Swansea, SA2 PP, UK"
2051179204,last,5072340000,39586589.0,"School of Biological Sciences, University of Wales Swansea, SA2 PP, UK"
2051179204,last,5062686968,97429440.0,"School of Biological Sciences, University of Wales Swansea, SA2 PP, UK"
2051179649,first,5003352360,115498069.0,"Department of Pediatrics, The Jikei University School of Medicine, Tokyo,, Japan."
2051179649,middle,5047842014,115498069.0,"Department of Pediatrics, The Jikei University School of Medicine"
2051179649,middle,5088509732,4210105388.0,"Department of Pediatrics, Kanagawa Prefecture Midwives and Nurses Training School Hospital, Yokohama, Japan."
2051179649,middle,5050053255,4210105388.0,"Department of Pediatrics, Kanagawa Prefecture Midwives and Nurses Training School Hospital"
