id,display_name,subfield_id,subfield_display_name,field_id,field_display_name,domain_id,domain_display_name,description,keywords,works_api_url,wikipedia_id,works_count,cited_by_count,updated_date
10581,Neuronal Oscillations in Cortical Networks,2805,Cognitive Neuroscience,28,Neuroscience,1,Life Sciences,"This cluster of papers explores the dynamics of neuronal oscillations, synchronization, and neural activity in cortical networks. It investigates the role of gamma rhythms, interneurons, and sensory processing, as well as their implications for working memory, neural synchrony, and cognitive functions.",Neuronal Oscillations; Cortical Networks; Synchronization; Gamma Rhythms; Neural Activity; Interneurons; Sensory Processing; Working Memory; Neural Synchrony; Cognitive Functions,works?filter=topics.id:T10581,Neuronal_oscillation,106787,3727395,2024-02-26T04:48:47.526748
10030,Electrocatalysis for Energy Conversion,2105,"Renewable Energy, Sustainability and the Environment",21,Energy,3,Physical Sciences,"This cluster of papers focuses on advances in electrocatalysis for energy conversion, with a particular emphasis on oxygen reduction and hydrogen evolution reactions. The research covers various catalysts, nanomaterials, and methodologies for improving the efficiency and sustainability of energy conversion processes, such as water splitting and fuel cells.",Electrocatalysis; Energy Conversion; Oxygen Reduction; Hydrogen Evolution; Catalysts; Water Splitting; Nanomaterials; Fuel Cells; Metal-Organic Frameworks; Sustainable Energy,works?filter=topics.id:T10030,Electrocatalysis,97202,3712981,2024-02-26T04:53:51.917816
10123,Molecular Mechanisms of DNA Damage Response,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,"This cluster of papers focuses on the molecular mechanisms of the DNA damage response, including DNA repair pathways, genomic instability, the role of ATM and ATR kinases, homologous recombination, cell cycle checkpoints, and their implications in cancer biology. It also explores the involvement of histone H2AX and chromatin in maintaining genome stability.",DNA Damage; Repair; Genomic Instability; ATM and ATR Kinases; Homologous Recombination; Cell Cycle Checkpoints; Cancer; Histone H2AX; Chromatin; Genome Stability,works?filter=topics.id:T10123,DNA_damage_response,92989,3642284,2024-02-26T04:50:50.920800
11016,"Therapeutic Antibodies: Development, Engineering, and Applications",2741,"Radiology, Nuclear Medicine and Imaging",27,Medicine,4,Health Sciences,"This cluster of papers focuses on the development, engineering, and applications of therapeutic antibodies, including their interaction with Fc receptors, monoclonal antibody therapy for cancer, antibody engineering techniques such as nanobodies and bispecific antibodies, the impact of glycosylation on antibody function, and antibody pharmacokinetics.",Therapeutic Antibodies; Fc Receptors; Monoclonal Antibodies; Antibody Engineering; Immunoglobulin G; Nanobodies; Antibody Pharmacokinetics; Bispecific Antibodies; Glycosylation; Fc? Receptors,works?filter=topics.id:T11016,Therapeutic_antibody,168966,3615893,2024-02-26T04:50:12.475743
10182,Emotion Regulation and Psychopathology in Children and Adolescents,3203,Clinical Psychology,32,Psychology,2,Social Sciences,"This cluster of papers explores the intricate relationship between emotion regulation, psychopathology, and developmental trajectories in children and adolescents. It delves into the impact of various factors such as parenting, anxiety disorders, depression, and behavioral problems on the mental health and well-being of young individuals.",Emotion Regulation; Psychopathology; Children; Adolescents; Developmental Trajectories; Mental Health; Parenting; Anxiety Disorders; Depression; Behavioral Problems,works?filter=topics.id:T10182,Emotion_regulation,157650,3559963,2024-02-26T04:48:06.387365
10192,Catalytic Nanomaterials,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences,"This cluster of papers covers advances in the research of catalytic nanomaterials, particularly focusing on the catalytic properties of nanoparticles, metal-support interactions, low-temperature oxidation reactions, selective oxidation processes, NOx reduction, and methane activation. The studies explore the use of various materials such as ceria and gold in catalysis, with a strong emphasis on understanding the mechanisms and optimizing the performance of these nanomaterials.",Catalysis; Nanoparticles; Oxidation; Ceria; Gold; Metal-Support Interactions; Low-Temperature; Selective Oxidation; NOx Reduction; Methane Activation,works?filter=topics.id:T10192,Nanocatalysis,184899,3508419,2024-02-26T04:56:14.696374
10083,"Graphene: Properties, Synthesis, and Applications",2505,Materials Chemistry,25,Materials Science,3,Physical Sciences,"This cluster of papers focuses on the properties, synthesis, and applications of graphene, a two-dimensional carbon material with exceptional electronic, mechanical, and thermal properties. The research covers various aspects such as Raman spectroscopy for characterization, chemical vapor deposition for large-scale production, and the development of graphene-based nanocomposites and transparent conductors.",Graphene; Two-dimensional Materials; Carbon Nanotubes; Nanocomposites; Raman Spectroscopy; Chemical Vapor Deposition; Electronic Properties; Graphene Oxide; Nanoribbons; Transparent Conductors,works?filter=topics.id:T10083,Graphene,96064,3475631,2024-02-26T04:48:34.927341
10044,Protein Structure Prediction and Analysis,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,"This cluster of papers focuses on the prediction and analysis of protein structures using methods such as molecular dynamics simulations, force fields, homology modeling, and circular dichroism. It also explores topics related to intrinsically disordered proteins, enzyme catalysis, and the effects of macromolecular crowding on protein behavior.",Protein; Structure; Prediction; Molecular Dynamics; Force Field; Homology Modeling; Intrinsically Disordered Proteins; Circular Dichroism; Enzyme Catalysis; Macromolecular Crowding,works?filter=topics.id:T10044,Protein_structure_prediction,75020,3416696,2024-02-26T04:48:55.992412
10005,Biodiversity Conservation and Ecosystem Management,2309,Nature and Landscape Conservation,23,Environmental Science,3,Physical Sciences,"This cluster of papers focuses on the conservation and management of biodiversity and ecosystems, addressing topics such as the impact of habitat fragmentation, invasive species, functional diversity, and global change on species richness and community ecology. It also explores the implications for ecosystem services and the challenges in developing ecological indicators for biodiversity conservation.",Biodiversity; Conservation; Ecosystem; Invasive Species; Functional Diversity; Habitat Fragmentation; Community Ecology; Global Change; Species Richness; Biological Invasions,works?filter=topics.id:T10005,Biodiversity_conservation,84108,3414719,2024-02-26T04:57:57.025345
10037,High-Temperature Superconductivity,3104,Condensed Matter Physics,31,Physics and Astronomy,3,Physical Sciences,"This cluster of papers focuses on the physics of high-temperature superconductivity, particularly in cuprate superconductors. It covers a wide range of topics including electronic structure calculations, proximity effects in superconductor-ferromagnet structures, quantum Monte Carlo methods, and the evidence for electron–phonon coupling in high-temperature superconductors.",High-Temperature Superconductivity; Cuprate Superconductors; Dynamical Mean-Field Theory; Proximity Effects; Quantum Monte Carlo; Electronic Structure Calculations; Ferromagnet Structures; Valence-Bond Ground States; Electron–Phonon Coupling; Stripe Order,works?filter=topics.id:T10037,High-temperature_superconductivity,203738,3362630,2024-02-26T04:47:51.853747
10048,Particle Physics and High-Energy Collider Experiments,3106,Nuclear and High Energy Physics,31,Physics and Astronomy,3,Physical Sciences,"This cluster of papers covers a wide range of topics in particle physics, including high-energy collider experiments, Higgs boson observation, neutrino mass, supersymmetry, quantum chromodynamics, standard model, muon anomalous magnetic moment, electroweak symmetry breaking, and dark matter.",Particle Physics; High-Energy Collider; Higgs Boson; Neutrino Mass; Supersymmetry; Quantum Chromodynamics; Standard Model; Muon Anomalous Magnetic Moment; Electroweak Symmetry Breaking; Dark Matter,works?filter=topics.id:T10048,Particle_physics,226273,3358437,2024-02-26T04:47:14.360839
11177,Quantum Coherence in Photosynthesis and Aqueous Systems,3107,"Atomic and Molecular Physics, and Optics",31,Physics and Astronomy,3,Physical Sciences,"This cluster of papers explores the role of quantum coherence in photosynthetic energy transfer, as well as its effects on energy migration, ion interactions, hydrogen bonding, and vibrational dynamics in aqueous systems. The research also delves into the impact of ions on surface interfaces and the behavior of molecular systems under quantum coherence.",Quantum Coherence; Photosynthesis; Aqueous Systems; Energy Transfer; Vibrational Spectroscopy; Ion Effects; Hydrogen Bonding; Electronic Excitations; Surface Interfaces; Molecular Dynamics,works?filter=topics.id:T11177,Quantum_coherence_in_photosynthesis,117189,3355266,2024-02-26T04:51:42.295480
10112,Human Immunodeficiency Virus/Acquired Immunodeficiency Syndrome,2406,Virology,24,Immunology and Microbiology,1,Life Sciences,"This cluster of papers focuses on various aspects of HIV/AIDS, including immune activation, vaccine development, viral reservoirs, antiretroviral therapy, and the immune response to HIV infection. It also covers topics related to neurocognitive disorders associated with HIV, antibodies targeting HIV, and the development of potential therapeutic interventions.",HIV; AIDS; vaccine; antibodies; immune activation; neurocognitive disorders; viral reservoir; T cell; antiretroviral therapy; immune response,works?filter=topics.id:T10112,HIV/AIDS,102512,3333279,2024-02-26T04:58:43.593546
10207,DNA Nanotechnology and Bioanalytical Applications,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,"This cluster of papers focuses on the use of DNA as a versatile tool for creating nanoscale shapes, self-assembled structures, and functional biomolecular devices. It explores applications in biosensors, aptamers, nanoparticle-based bio-barcode detection, electrochemistry, and cancer diagnostics.",DNA nanotechnology; self-assembly; biosensors; aptamers; nanoparticles; electrochemistry; molecular machines; nanoscale shapes; biomolecular interactions; cancer diagnostics,works?filter=topics.id:T10207,DNA_nanotechnology,115098,3294441,2024-02-26T04:50:13.699742
10029,Climate Change and Variability Research,2306,Global and Planetary Change,23,Environmental Science,3,Physical Sciences,"This cluster of papers encompasses a wide range of research on climate change, global warming, and variability, including studies on extreme events, climate modeling, precipitation extremes, ocean circulation, ENSO variability, Arctic amplification, and the hydrological cycle. It also addresses the impact of greenhouse gas emissions and the challenge of keeping global warming below 2°C.",Climate Change; Global Warming; Extreme Events; Climate Modeling; Precipitation Extremes; Ocean Circulation; ENSO Variability; Arctic Amplification; Hydrological Cycle; Greenhouse Gas Emissions,works?filter=topics.id:T10029,Climate_change,107124,3274219,2024-02-26T04:55:04.152771
10831,Integrin Signaling in Inflammation and Cancer,2723,Immunology and Allergy,27,Medicine,4,Health Sciences,"This cluster of papers explores the role of integrins in cell adhesion, inflammation, and cancer. It covers topics such as leukocyte migration, focal adhesion kinase, extracellular matrix interactions, and the impact of integrin signaling on angiogenesis. The research also delves into the molecular mechanisms underlying integrin activation and its implications for various biological processes.",Integrins; Cell Adhesion; Inflammation; Cancer; Focal Adhesion Kinase; Extracellular Matrix; Leukocyte Migration; Tetraspanins; Ligand Binding; Angiogenesis,works?filter=topics.id:T10831,Integrin,94316,3198983,2024-02-26T04:57:14.730769
10580,Immunobiology of Dendritic Cells,2403,Immunology,24,Immunology and Microbiology,1,Life Sciences,"This cluster of papers focuses on the immunobiology of dendritic cells, their role in antigen presentation, modulation of immunity, and their potential applications in cancer immunotherapy and vaccine development. The research covers topics such as dendritic cell subsets, tumor antigen presentation, immune tolerance, and the use of adjuvants to enhance immune responses.",Dendritic Cells; Immunity; Cancer Immunotherapy; Antigen Presentation; Tumor Antigen; Vaccine Adjuvants; T Cell Immunity; Cross-Presentation; Innate Immunity; Therapeutic Vaccines,works?filter=topics.id:T10580,Dendritic_cell,115664,3196031,2024-02-26T04:59:15.044810
10301,Mitochondrial Dynamics and Reactive Oxygen Species Regulation,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,"This cluster of papers focuses on the dynamics of mitochondria, the production and regulation of reactive oxygen species (ROS), and their implications in various biological processes such as aging, neurodegenerative diseases, and metabolic regulation. The papers cover topics including mitochondrial fusion and fission, oxidative stress, mitochondrial dysfunction, and the role of mitochondria in cell death.",Mitochondria; Reactive Oxygen Species; Oxidative Stress; Mitochondrial Dysfunction; Cell Death; Mitochondrial Fusion; Mitochondrial Fission; Aging; Neurodegenerative Diseases; Metabolic Regulation,works?filter=topics.id:T10301,Mitochondrial_dynamics,121884,3195430,2024-02-26T04:51:36.791167
10026,Galaxy Formation and Evolution in the Universe,3103,Astronomy and Astrophysics,31,Physics and Astronomy,3,Physical Sciences,"This cluster of papers explores the formation and evolution of galaxies, including topics such as stellar populations, black holes, dark matter, cosmic evolution, quasars, and the extensive use of data from the Sloan Digital Sky Survey. It also includes discussions on astrophysical simulations to understand various aspects of galaxy formation.",Galaxies; Cosmology; Black Holes; Stellar Populations; Star Formation; Dark Matter; Cosmic Evolution; Quasars; Sloan Digital Sky Survey; Astrophysical Simulations,works?filter=topics.id:T10026,Galaxy_formation_and_evolution,85223,3142062,2024-02-26T04:58:19.287811
10493,Molecular Mechanisms of Ion Channels Regulation,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,"This cluster of papers explores the molecular mechanisms, structure, regulation, and physiological roles of ion channels, with a focus on voltage-gated potassium and calcium channels. It covers topics such as channel structure, membrane proteins, neuronal function, and cell signaling.",Ion Channels; Voltage-Gated Channels; Calcium Channels; Potassium Channels; Channel Regulation; Membrane Proteins; Neuronal Function; Cell Signaling; Channel Structure; Physiological Roles,works?filter=topics.id:T10493,Ion_channel,93493,3111280,2024-02-26T04:54:34.540983
10155,Role of Nitric Oxide in Health and Disease,2737,Physiology,27,Medicine,4,Health Sciences,"This cluster of papers explores the role of nitric oxide in health and disease, particularly focusing on its involvement in endothelial dysfunction, oxidative stress, cardiovascular diseases, and the regulation of vascular function. It also delves into the impact of nitric oxide on inflammation, atherosclerosis, and mitochondrial biogenesis.",Nitric Oxide; Endothelial Dysfunction; Oxidative Stress; Cardiovascular Diseases; Reactive Oxygen Species; NAD(P)H Oxidase; Atherosclerosis; Vascular Function; Inflammation; Mitochondrial Biogenesis,works?filter=topics.id:T10155,Nitric_oxide,96970,3098240,2024-02-26T04:50:50.373869
10908,Chiral Separation in Chromatography,1607,Spectroscopy,16,Chemistry,3,Physical Sciences,"This cluster of papers focuses on the separation of enantiomers using various chromatographic techniques such as liquid chromatography (LC) and gas chromatography (GC). It covers topics such as chiral stationary phases, enantioselective analysis, high-performance liquid chromatography (HPLC), hydrophilic interaction chromatography (HILIC), and the application of two-dimensional chromatography for chiral separation.",Chiral Separation; Liquid Chromatography; Gas Chromatography; Enantiomers; Chiral Stationary Phases; High-Performance Liquid Chromatography (HPLC); Hydrophilic Interaction Chromatography (HILIC); Two-Dimensional Chromatography; Enantioselective Analysis; Chirality,works?filter=topics.id:T10908,Chiral_chromatography,259709,3075467,2024-02-26T04:54:26.741584
10056,Neurobiological Mechanisms of Drug Addiction and Depression,2804,Cellular and Molecular Neuroscience,28,Neuroscience,1,Life Sciences,"This cluster of papers explores the neurobiological mechanisms underlying drug addiction and depression, focusing on the role of dopamine and serotonin, genetic variations, stress, neural plasticity, and the involvement of prefrontal cortex. It also delves into behavioral models and neurotransmitter systems related to compulsive behaviors.",Dopamine; Serotonin; Reward Circuitry; Genetic Variation; Stress; Neural Plasticity; Prefrontal Cortex; Behavioral Models; Neurotransmitter Systems; Compulsive Behaviors,works?filter=topics.id:T10056,Neurobiology_of_addiction,75664,3071429,2024-02-26T04:48:43.913202
10269,Epigenetic Modifications and Their Functional Implications,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,"This cluster of papers explores the diverse mechanisms and functional implications of epigenetic modifications, including DNA methylation, histone modification, and chromatin remodeling. It delves into the role of these modifications in various biological processes such as cancer development, transgenerational inheritance, and environmental responses. Additionally, it discusses the potential applications of epigenetic therapy.",DNA Methylation; Histone Modification; Epigenetic Reprogramming; Cancer Epigenetics; Transgenerational Inheritance; Chromatin Structure; TET Proteins; Polycomb Complexes; Environmental Epigenomics; Epigenetic Therapy,works?filter=topics.id:T10269,Epigenetics,92986,3038084,2024-02-26T04:55:47.927459
10031,Regulatory T Cell Development and Function,2403,Immunology,24,Immunology and Microbiology,1,Life Sciences,"This cluster of papers focuses on the development, function, and regulation of regulatory T cells (Tregs), particularly emphasizing the role of transcription factor Foxp3, TGF-ß induction, immune tolerance, thymic selection, memory T cells, IL-2 signaling, and their involvement in tumor immunity and immunological surveillance. The cluster also explores the implications of Tregs in autoimmunity and their potential for therapeutic interventions.",Foxp3; TGF-ß; CD4+CD25+; Immune Tolerance; Autoimmunity; Thymic Selection; Memory T Cells; IL-2; Tumor Immunity; Immunological Surveillance,works?filter=topics.id:T10031,Regulatory_T_cell,72339,3023628,2024-02-26T04:57:21.234156
10602,Glycosylation in Health and Disease,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,"This cluster of papers explores the diverse roles of glycosylation in health and disease, with a focus on its implications in cancer, immune system function, and therapeutic development. It covers topics such as the biological functions of glycans, protein glycosylation, sialic acids, mucins, and the interplay between glycosylation and various cellular mechanisms.",Glycosylation; Glycans; Cancer; Immune System; Mucins; Protein Glycosylation; Sialic Acids; Lectins; O-GlcNAc; Therapeutics,works?filter=topics.id:T10602,Glycosylation,117006,2997981,2024-02-26T04:52:29.126601
10096,Chemistry and Applications of Metal-Organic Frameworks,1604,Inorganic Chemistry,16,Chemistry,3,Physical Sciences,"This cluster of papers focuses on the chemistry, applications, and properties of metal-organic frameworks (MOFs). It covers topics such as gas adsorption, catalysis, methane storage, crystal engineering, chemical sensors, drug delivery, CO2 capture, and heterogeneous catalysis. The research explores the synthesis, structure, and potential industrial and biomedical applications of MOFs.",Metal-Organic Frameworks; Porous Materials; Gas Adsorption; Catalysis; Methane Storage; Crystal Engineering; Chemical Sensors; Drug Delivery; CO2 Capture; Heterogeneous Catalysis,works?filter=topics.id:T10096,Metal%E2%80%93organic_framework,84203,2996781,2024-02-26T04:51:59.122776
10019,Corporate Governance and Financial Performance,1402,Accounting,14,"Business, Management and Accounting",2,Social Sciences,"This cluster of papers explores the relationship between corporate governance, investor protection, ownership structure, financial constraints, and their impact on firm performance, dividend policy, capital structure, board composition, and the role of institutional investors in mergers and acquisitions. It also investigates the influence of managerial traits, CEO characteristics, and the preferences of institutional investors on corporate financial policies.",Corporate Governance; Investor Protection; Ownership Structure; Financial Constraints; Firm Performance; Dividend Policy; Capital Structure; Board Composition; Institutional Investors; Mergers and Acquisitions,works?filter=topics.id:T10019,Corporate_governance,147701,2978433,2024-02-26T04:48:07.269193
10432,G-Quadruplex DNA Structures and Functions,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,"This cluster of papers focuses on the structure, topology, and biological functions of G-quadruplex DNA, particularly in relation to telomeres, therapeutic targets, and antisense oligonucleotides. It explores the potential of G-quadruplexes as targets for cancer therapy and drug design, as well as their role in genomic stability and molecular recognition.",G-Quadruplexes; DNA Structure; Nucleic Acids; Therapeutic Targets; Telomeres; Antisense Oligonucleotides; Biological Functions; Molecular Recognition; Drug Design; Genomic Stability,works?filter=topics.id:T10432,G-quadruplex,116652,2932343,2024-02-26T04:53:58.249014
10062,MicroRNA Regulation in Cancer and Development,1306,Cancer Research,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,"This cluster of papers focuses on the role of microRNAs in gene expression regulation, particularly in the context of cancer development and progression. It covers topics such as microRNA biogenesis, targeting specificity, biomarker potential, and therapeutic applications in cancer treatment.",MicroRNA; Gene Expression; Cancer; Regulation; Biomarkers; Biogenesis; Targeting; Therapeutics; Metastasis; Dysregulation,works?filter=topics.id:T10062,MicroRNA,89665,2922731,2024-02-26T04:49:01.797371
10039,Stellar Astrophysics and Exoplanet Studies,3103,Astronomy and Astrophysics,31,Physics and Astronomy,3,Physical Sciences,"This cluster of papers covers a wide range of topics in stellar astrophysics, including the study of exoplanets, galactic evolution, stellar and planetary system formation, and the exploration of the Milky Way. It encompasses research on massive stars, planetary systems around different types of stars, and the utilization of data from missions like Gaia and Kepler for understanding the properties and dynamics of celestial objects.",Stellar Astrophysics; Exoplanets; Galactic Evolution; Stellar Evolution; Milky Way; Gaia Mission; Planetary Systems; Massive Stars; Astronomical Surveys; Astrophysical Spectroscopy,works?filter=topics.id:T10039,Stellar_astrophysics,184304,2907293,2024-02-26T04:58:24.221939
